split_id,row_index,gest_spectral_glove50_temporal_a,gest_spectral_glove50_temporal_b,label,gest_spectral_glove50_spatial_a,gest_spectral_glove50_spatial_b,gest_spectral_glove50_temporal_spatial_a,gest_spectral_glove50_temporal_spatial_b,gest_spectral_glove300_temporal_a,gest_spectral_glove300_temporal_b,gest_spectral_glove300_spatial_a,gest_spectral_glove300_spatial_b,gest_spectral_glove300_temporal_spatial_a,gest_spectral_glove300_temporal_spatial_b,gest_spectral_w2v_google_temporal_a,gest_spectral_w2v_google_temporal_b,gest_spectral_w2v_google_spatial_a,gest_spectral_w2v_google_spatial_b,gest_spectral_w2v_google_temporal_spatial_a,gest_spectral_w2v_google_temporal_spatial_b,gest_ngm_glove50_temporal_a,gest_ngm_glove50_temporal_b,gest_ngm_glove50_spatial_a,gest_ngm_glove50_spatial_b,gest_ngm_glove50_temporal_spatial_a,gest_ngm_glove50_temporal_spatial_b,gest_ngm_glove300_temporal_a,gest_ngm_glove300_temporal_b,gest_ngm_glove300_spatial_a,gest_ngm_glove300_spatial_b,gest_ngm_glove300_temporal_spatial_a,gest_ngm_glove300_temporal_spatial_b,gest_ngm_w2v_google_temporal_a,gest_ngm_w2v_google_temporal_b,gest_ngm_w2v_google_spatial_a,gest_ngm_w2v_google_spatial_b,gest_ngm_w2v_google_temporal_spatial_a,gest_ngm_w2v_google_temporal_spatial_b,sbert_cosine_a,sbert_cosine_b,bleurt_a,bleurt_b,bleu_a,bleu_b,rouge_l_a,rouge_l_b,llm_chosen_Llama_3_1_70B_Instruct_a,llm_chosen_Llama_3_1_70B_Instruct_b,llm_score_Llama_3_1_70B_Instruct_a,llm_score_Llama_3_1_70B_Instruct_b,llm_chosen_Llama_3_1_8B_Instruct_a,llm_chosen_Llama_3_1_8B_Instruct_b,llm_score_Llama_3_1_8B_Instruct_a,llm_score_Llama_3_1_8B_Instruct_b,llm_chosen_Llama_3_3_70B_Instruct_a,llm_chosen_Llama_3_3_70B_Instruct_b,llm_score_Llama_3_3_70B_Instruct_a,llm_score_Llama_3_3_70B_Instruct_b,llm_chosen_Mistral_Small_24B_Instruct_2501_a,llm_chosen_Mistral_Small_24B_Instruct_2501_b,llm_score_Mistral_Small_24B_Instruct_2501_a,llm_score_Mistral_Small_24B_Instruct_2501_b,llm_chosen_Qwen3_32B_a,llm_chosen_Qwen3_32B_b,llm_score_Qwen3_32B_a,llm_score_Qwen3_32B_b,llm_chosen_gpt_oss_120b_a,llm_chosen_gpt_oss_120b_b,llm_score_gpt_oss_120b_a,llm_score_gpt_oss_120b_b,llm_chosen_gpt_oss_20b_a,llm_chosen_gpt_oss_20b_b,llm_score_gpt_oss_20b_a,llm_score_gpt_oss_20b_b
development/dev_track_a,11,0.8988195504804847,1.1035943312446157,True,0.8902831804414773,1.0,0.8988195504804847,1.1035943312446157,0.662268546189468,0.8387639913527725,0.6091937292583312,0.9999998807907248,0.662268546189468,0.8387639913527725,1.0386567567217573,1.0265417677216802,0.9999998807907248,0.9999998509884054,1.0386567567217573,1.0265417677216802,0.1641414042400683,0.0990989699317414,0.4622824783274458,0.3199949951363489,0.1641414042400683,0.0990989699317414,0.1035375161227907,0.045646082214894,0.2712641335057092,0.1496808620917165,0.1035375161227907,0.045646082214894,0.2538338306015044,0.152092149290078,0.5221675833822953,0.318937220304098,0.2538338306015044,0.152092149290078,0.4004821479320526,0.4801757633686065,0.2967985272407532,0.2987307906150818,0.0251250161689661,0.0187133679408669,0.1704035874439461,0.1582150101419878,1.0,0.0,0.7,0.15,1.0,0.0,0.8,0.2,1.0,0.0,0.4,0.1,1.0,0.0,0.55,0.2,1.0,0.0,0.7,0.3,1.0,0.0,0.7,0.4,1.0,0.0,0.75,0.25
development/dev_track_a,12,0.8103195237991077,0.5226634490352262,True,0.9183071353069384,0.867479876580253,0.8103195237991077,0.5226634490352262,0.519492022485698,0.2367660887210474,0.8141385538412864,0.7057311289630974,0.519492022485698,0.2367660887210474,0.8642295485370993,0.2187613686484556,0.9999998807907248,0.9999998509884054,0.8642295485370993,0.2187613686484556,0.0989956956402547,0.1166119938867355,0.2547477868770428,0.3573321760323427,0.0989956956402547,0.1166119938867355,0.0356388251432211,0.0503540424516398,0.1409328828301819,0.1950487984856291,0.0356388251432211,0.0503540424516398,0.1155133334654779,0.1048362318159021,0.2312797126106071,0.3053149999930797,0.1155133334654779,0.1048362318159021,0.5155070424079895,0.2962973713874817,0.2323906123638153,0.3339561820030212,0.0139346156917099,0.0145676855319307,0.1339092872570194,0.1340782122905028,1.0,0.0,0.8,0.2,1.0,0.0,0.7,0.3,1.0,0.0,0.4,0.2,0.0,1.0,0.1,0.3,1.0,0.0,0.65,0.3,0.0,1.0,0.4,0.7,0.0,1.0,0.35,0.65
development/dev_track_a,13,0.5326274530533871,0.8334632264045566,True,0.8751865178124287,0.8313161931853064,0.5326274530533871,0.8334632264045566,0.3430340677115535,0.502824103906397,0.7549011628418111,0.614148185950734,0.3430340677115535,0.502824103906397,0.8106647418349703,0.7953031986658974,0.9999999701976772,0.9999998509884,0.8106647418349703,0.7953031986658974,0.1607917020700053,0.1858519542811131,0.4271208963277904,0.4431375827845625,0.1607917020700053,0.1858519542811131,0.0853827829830072,0.1109917357522392,0.209199791133022,0.2486164700756374,0.0853827829830072,0.1109917357522392,0.2490954236932002,0.1236906549486784,0.5285540528709483,0.5140782982028097,0.2490954236932002,0.1236906549486784,0.4491353631019592,0.2752855718135834,0.3856082558631897,0.3630319833755493,0.0162146834847532,0.0118271380077575,0.1739130434782608,0.1276595744680851,0.0,1.0,0.2,0.4,1.0,0.0,0.8,0.2,0.0,1.0,0.1,0.4,0.0,1.0,0.2,0.45,1.0,0.0,0.45,0.15,1.0,0.0,0.65,0.3,1.0,0.0,0.6,0.2
development/dev_track_a,14,0.4756729766084745,0.8049159436761107,True,0.7823735734971078,0.8273624983593824,0.4756729766084745,0.8049159436761107,0.2773837978689712,0.4807889102969418,0.4940207456927818,0.6213440935602096,0.2773837978689712,0.4807889102969418,0.3861041914007016,0.4471234336446516,0.9999998807907248,0.999999940395366,0.3861041914007016,0.4471234336446516,0.1595851956460752,0.1081616106737584,0.409650087897339,0.2752840718895656,0.1595851956460752,0.1081616106737584,0.0485278269677052,0.0439071201633149,0.1414617711021778,0.1190888705966551,0.0485278269677052,0.0439071201633149,0.1945411553333248,0.1316846674310345,0.3026416555119657,0.2917319538957537,0.1945411553333248,0.1316846674310345,0.3023515939712524,0.2348606586456298,0.3311209678649902,0.3394755125045776,0.0222967109223518,0.0217231599225865,0.1366120218579235,0.1515892420537897,1.0,0.0,0.4,0.1,1.0,0.0,0.8,0.2,1.0,0.0,0.4,0.1,1.0,0.0,0.45,0.2,1.0,0.0,0.65,0.25,1.0,0.0,0.68,0.32,1.0,0.0,0.78,0.12
development/dev_track_a,15,0.3406892024511487,0.8378711246668432,False,0.878651454609459,0.8593547511869966,0.3406892024511487,0.8378711246668432,0.2472633119727057,0.5089341751025153,0.7318317017755864,0.6047290618959932,0.2472633119727057,0.5089341751025153,0.7578798113674647,1.342984904501873,1.0000000894069632,0.9999998509884,0.7578798113674647,1.342984904501873,0.1369131666048931,0.1921139647426971,0.370622707796199,0.3989250184764772,0.1369131666048931,0.1921139647426971,0.063789957179734,0.1130783030720966,0.1153694384035296,0.1820942565819795,0.063789957179734,0.1130783030720966,0.3230132001435359,0.5616682264581264,0.7003022385919936,0.6972665373360759,0.3230132001435359,0.5616682264581264,0.1665380001068115,0.1793335974216461,0.281587541103363,0.3123277127742767,0.0214765823903156,0.0114044358572696,0.1845238095238095,0.1423487544483986,1.0,0.0,0.45,0.1,0.0,1.0,0.1,0.8,1.0,0.0,0.15,0.0,0.0,1.0,0.1,0.3,1.0,0.0,0.2,0.05,1.0,0.0,0.55,0.2,1.0,0.0,0.4,0.1
development/dev_track_a,16,0.376173183829485,0.4431672492917168,True,0.84126122698054,0.802562725391227,0.376173183829485,0.4431672492917168,0.5573877371368229,0.4828262547552704,0.5779009964584116,0.5335263291879734,0.5573877371368229,0.4828262547552704,0.4593118462231723,0.3693255287010745,0.9999998807907248,0.9999998509884054,0.4593118462231723,0.3693255287010745,0.1321496326314067,0.0927326287900599,0.3937062170646855,0.2811357140511941,0.1321496326314067,0.0927326287900599,0.0916359100196207,0.06388773954163,0.1955760634342428,0.1393573038492364,0.0916359100196207,0.06388773954163,0.2507095126189029,0.1091078211897472,0.3967568109278532,0.3230233188377678,0.2507095126189029,0.1091078211897472,0.3607392907142639,0.3624473512172699,0.3660476803779602,0.3812455534934997,0.0227763396776966,0.0210130276280163,0.160427807486631,0.1401273885350318,1.0,0.0,0.4,0.1,1.0,0.0,0.8,0.2,1.0,0.0,0.4,0.2,0.0,1.0,0.1,0.3,1.0,0.0,0.45,0.3,0.0,1.0,0.4,0.7,0.0,1.0,0.3,0.7
development/dev_track_a,17,0.6717749960785994,0.5583508027599413,True,0.9101652014058588,0.907408004557611,0.6717749960785994,0.5583508027599413,0.4616992428689815,0.3534465742891695,0.7344767390659416,0.7515446839875359,0.4616992428689815,0.3534465742891695,0.2648483937329544,0.5484575305551286,0.9999997913837696,0.999999821186087,0.2648483937329544,0.5484575305551286,0.1694027035653746,0.1424044445919614,0.4894223454989747,0.323189004515783,0.1694027035653746,0.1424044445919614,0.0998714693705457,0.0551506053156022,0.3251746236539522,0.1689414046217496,0.0998714693705457,0.0551506053156022,0.065703610965629,0.0907112095723415,0.2307311903242305,0.1259400262385611,0.065703610965629,0.0907112095723415,0.2885432243347168,0.3037705719470978,0.356148362159729,0.3302450776100158,0.0262175967538123,0.0257254095126605,0.1693548387096774,0.1444444444444444,1.0,0.0,0.4,0.2,1.0,0.0,0.8,0.2,1.0,0.0,0.4,0.1,0.0,1.0,0.1,0.5,1.0,0.0,0.55,0.3,1.0,0.0,0.58,0.27,1.0,0.0,0.75,0.3
development/dev_track_a,18,0.5382887440795298,0.7708235714127625,False,0.7193559146695239,0.8716376576855591,0.5382887440795298,0.7708235714127625,0.3693577519137582,0.4050002730249837,0.5181230726654694,0.5725789834417669,0.3693577519137582,0.4050002730249837,0.9371494953921056,0.2876411874532176,0.9999998807907248,0.9999998509884054,0.9371494953921056,0.2876411874532176,0.0983169314203458,0.1016304211494108,0.2745626096607196,0.2963098524473472,0.0983169314203458,0.1016304211494108,0.0513943338982053,0.0508276685960421,0.191694794026773,0.1484305910478578,0.0513943338982053,0.0508276685960421,0.1829666088448752,0.1300687653085106,0.4994899501180869,0.5335232203090294,0.1829666088448752,0.1300687653085106,0.1848586797714233,0.3493912816047668,0.3749282360076904,0.3787920475006103,0.0304011806658571,0.025763799970197,0.1596244131455399,0.1614349775784753,1.0,0.0,0.55,0.3,0.0,1.0,0.2,0.8,0.0,1.0,0.1,0.4,0.0,1.0,0.15,0.45,0.0,1.0,0.45,0.7,0.0,1.0,0.3,0.65,0.0,1.0,0.2,0.7
development/dev_track_a,19,1.0387596689070833,0.9491906101040994,True,0.9999997615814492,0.9555136614425586,1.0387596689070833,0.9491906101040994,0.7384302206035971,0.7816992557131696,0.9999999701976772,0.9022512879593196,0.7384302206035971,0.7816992557131696,0.6761693745024591,0.7148158184268477,1.0,0.9999999105930396,0.6761693745024591,0.7148158184268477,0.1709055596280985,0.1629044973719832,0.4301942524263364,0.3827224354032035,0.1709055596280985,0.1629044973719832,0.0918154483675248,0.1062816846241056,0.2550909437251779,0.2225565269892351,0.0918154483675248,0.1062816846241056,0.1874153462876596,0.1097697670718924,0.4397036168516055,0.2551826694471292,0.1874153462876596,0.1097697670718924,0.3945578336715698,0.2587647438049316,0.3613255321979522,0.2744284868240356,0.0595161697552321,0.0544677281938827,0.1729729729729729,0.1864406779661016,1.0,0.0,0.4,0.1,1.0,0.0,0.8,0.2,1.0,0.0,0.4,0.2,0.0,1.0,0.1,0.4,1.0,0.0,0.5,0.2,1.0,0.0,0.58,0.32,0.0,1.0,0.35,0.65
development/dev_track_a,20,0.3714692057786098,0.5878908608507235,True,0.7172382811023854,0.8086205949043519,0.3714692057786098,0.5878908608507235,0.2144171752047672,0.274273075306943,0.4497286379337311,0.6011871516350784,0.2144171752047672,0.274273075306943,0.9617571989196696,0.5488688448750955,0.9999999105930396,0.9999998509884054,0.9617571989196696,0.5488688448750955,0.0590404810942328,0.1235717167433957,0.2929862888155754,0.3103287849753258,0.0590404810942328,0.1235717167433957,0.0315725514094482,0.0448553284378995,0.1426650178810849,0.1548101925552416,0.0315725514094482,0.0448553284378995,0.2624095502931259,0.2013424959255944,0.6784516779581268,0.4704499236880742,0.2624095502931259,0.2013424959255944,0.6448469161987305,0.4424155950546264,0.3020323514938354,0.342687726020813,0.0252713308095506,0.0202918599816217,0.1835443037974684,0.1695906432748538,1.0,0.0,0.4,0.2,1.0,0.0,0.8,0.2,1.0,0.0,0.4,0.1,0.0,1.0,0.2,0.6,1.0,0.0,0.7,0.3,0.0,1.0,0.4,0.7,0.0,1.0,0.3,0.7
development/dev_track_a,21,0.6730827972485308,0.4737060438417592,True,0.7843070287338461,0.7451157277684536,0.6730827972485308,0.4737060438417592,0.3547106791725235,0.2430855072375775,0.4962417637941569,0.4675740638286991,0.3547106791725235,0.2430855072375775,0.1695105795760679,0.2550359947276125,0.9999998807907248,0.9999998807907248,0.1695105795760679,0.2550359947276125,0.2069677627018823,0.171049547448043,0.4322744323752561,0.4100928423073211,0.2069677627018823,0.171049547448043,0.1020476814129242,0.0960549956628585,0.2983814463661557,0.227195322127246,0.1020476814129242,0.0960549956628585,0.1574203997880617,0.3619370137851931,0.4521425186847294,0.5004419057529491,0.1574203997880617,0.3619370137851931,0.2793067097663879,0.2064375877380371,0.3511427044868469,0.3724451065063476,0.0251401959340097,0.0211293446791026,0.188235294117647,0.1420118343195266,1.0,0.0,0.55,0.15,0.0,1.0,0.3,0.7,1.0,0.0,0.4,0.2,0.0,1.0,0.2,0.5,1.0,0.0,0.45,0.2,0.0,1.0,0.4,0.7,0.0,1.0,0.3,0.7
