split_id,row_index,gest_ngm_w2v_google_temporal_a,gest_ngm_w2v_google_temporal_b,label
development/dev_track_a,111,0.11926457127458026,0.18367237927894908,False
development/dev_track_a,112,0.13707078604250336,0.17023118792030253,False
development/dev_track_a,113,0.2619585919971892,0.19750299279173253,False
development/dev_track_a,114,0.34485349046723635,0.19702291949700926,True
development/dev_track_a,115,0.07968820825805413,0.20530489754582212,True
development/dev_track_a,116,0.03730289257902177,0.16877370751436555,False
development/dev_track_a,117,0.3606306401378068,0.08170198592554802,True
development/dev_track_a,118,0.07317357762607743,0.11358194767207352,False
development/dev_track_a,119,0.23111633883532023,0.18619050847070986,True
development/dev_track_a,120,0.257027467557815,0.49890757696387783,True
development/dev_track_a,121,0.15068381759359586,0.10641681104773114,False
development/dev_track_a,122,0.16303824781061083,0.2355889770164431,True
development/dev_track_a,123,0.10939712692832501,0.4704443536837643,True
development/dev_track_a,124,0.2876901879880258,0.19397012722154694,True
development/dev_track_a,125,0.3592623385365252,0.2621098191144848,False
development/dev_track_a,126,0.1613205368564173,0.11363235090094236,False
development/dev_track_a,127,0.10616558087809248,0.12392903851399491,False
development/dev_track_a,128,0.10285361327021815,0.0889080545187392,True
development/dev_track_a,129,0.128711665398183,0.0910022754710614,False
development/dev_track_a,130,0.1452330527664345,0.048229754664891406,False
development/dev_track_a,131,0.2501508029021284,0.19102444104141333,True
development/dev_track_a,132,0.10486199173507897,0.008414673272124034,True
development/dev_track_a,133,0.233917422691652,0.2053380051776336,True
development/dev_track_a,134,0.38305269244598944,0.24586021346155548,False
development/dev_track_a,135,0.22326777553904034,0.12262247339882314,True
development/dev_track_a,136,0.09748460193296553,0.04788456210790618,False
development/dev_track_a,137,0.3323438226608235,0.3204290019080212,False
development/dev_track_a,138,0.16629221064615685,0.12477588686203364,True
development/dev_track_a,139,0.2707312367979493,0.30307846143045547,True
development/dev_track_a,140,0.2479734217443405,0.25474766450301245,False
development/dev_track_a,141,0.07376549393885018,0.18059957035686977,False
development/dev_track_a,142,0.029855572241546904,0.10068820197294934,False
development/dev_track_a,143,0.03531236166198462,0.2076606471073613,False
development/dev_track_a,144,-0.007113655753913465,0.046994472133538925,True
development/dev_track_a,145,0.11203271710626835,0.06356757485337756,True
development/dev_track_a,146,0.34841531853718366,0.08318805517896367,False
development/dev_track_a,147,0.23188726398041667,0.17325567916909618,True
development/dev_track_a,148,0.0813006721655257,0.28961013402919533,False
development/dev_track_a,149,0.13184672421320193,0.1257864270036558,False
development/dev_track_a,150,0.19339288075321195,0.16835805399042156,True
development/dev_track_a,151,0.3582717153354843,0.19903720445896186,True
development/dev_track_a,152,0.21649749557669107,0.09009903261975677,True
development/dev_track_a,153,0.25114531641470317,0.012680683460092334,True
development/dev_track_a,154,0.28013308688339933,0.25831668954524367,True
development/dev_track_a,155,0.04524584365808504,0.09481826240514128,False
development/dev_track_a,156,0.17867759067875333,0.051097654318314034,True
development/dev_track_a,157,0.13731761744626214,0.24252989441739897,True
development/dev_track_a,158,0.22447633405278652,0.05471043199905063,False
development/dev_track_a,159,0.21078672937865134,0.1603238746310333,False
development/dev_track_a,160,0.09026546508306835,0.11156395925327765,True
development/dev_track_a,161,0.1343676117440652,0.14427487729926394,True
development/dev_track_a,162,0.17523859574866082,0.11212627339436851,False
development/dev_track_a,163,0.27947230601210843,0.2939742497382354,True
development/dev_track_a,164,0.3200837782714266,0.03404922612840412,True
development/dev_track_a,165,0.14433571220681965,0.21475914493133583,False
development/dev_track_a,166,0.17289811851771147,0.0947389614205298,False
development/dev_track_a,167,0.35835003000081367,0.16066744645723535,False
development/dev_track_a,168,0.1608546083035133,0.12373587373293439,True
development/dev_track_a,169,0.33752297034502926,0.30458538362051735,False
development/dev_track_a,170,0.19788913111300965,0.18238102818699176,True
development/dev_track_a,171,0.028885659482752676,0.08335972815810921,True
development/dev_track_a,172,0.194442614174253,0.16634097370917383,False
development/dev_track_a,173,0.19855936830025345,0.20366362922869952,True
development/dev_track_a,174,0.20814826993026514,0.10555021464581546,False
development/dev_track_a,175,0.15879795470820707,0.22092775208878987,True
development/dev_track_a,176,0.19295312028948497,0.17984168629946487,True
development/dev_track_a,177,0.2686414811326441,0.25396298231010284,True
development/dev_track_a,178,0.22291718375729883,0.1358135036275653,True
development/dev_track_a,179,0.11078045118974181,0.11945801548730273,False
development/dev_track_a,180,0.3171950169249325,0.16756660523033,False
development/dev_track_a,181,0.20882742906983395,0.2579524512457878,True
development/dev_track_a,182,0.26630034171199723,0.3263321474966332,True
development/dev_track_a,183,0.14066129944676242,0.3106320898495815,False
development/dev_track_a,184,0.11205214894485632,0.06114075574420607,False
development/dev_track_a,185,0.05955093396418216,0.1036906069107829,False
development/dev_track_a,186,0.13862453469683098,0.17895598910577182,False
development/dev_track_a,187,0.10888962539375509,0.12524732289726012,True
development/dev_track_a,188,0.14151279724308582,0.1558186342771585,True
development/dev_track_a,189,0.10179020708112718,0.036134818362897635,False
development/dev_track_a,190,0.11063463690879231,0.13196936276402646,True
development/dev_track_a,191,0.1783519732297809,0.14426688050510975,True
development/dev_track_a,192,0.18468961295227918,0.040757545834542205,True
development/dev_track_a,193,0.24393560669642395,0.1468068771205782,True
development/dev_track_a,194,0.20842170309590177,0.286546159893934,False
development/dev_track_a,195,0.5373859223879396,0.1576958142407262,True
development/dev_track_a,196,0.44661213658614846,0.24727752564807592,False
development/dev_track_a,197,0.03294267606620238,0.13032768092396693,True
development/dev_track_a,198,0.044819491380241334,0.009433954073106852,False
development/dev_track_a,199,0.19034511007023816,0.09188967946289675,False
development/dev_track_a,200,0.27243758407546925,0.06620819867549504,True
