split_id,row_index,sbert_cosine_a,sbert_cosine_b,label
development/dev_track_a,44,0.38168755173683167,0.29424065351486206,False
development/dev_track_a,45,0.20296446979045868,0.11720427870750427,False
development/dev_track_a,46,0.21777120232582092,0.3603084683418274,False
development/dev_track_a,47,0.244143545627594,0.32660382986068726,False
development/dev_track_a,48,0.27037131786346436,0.31004080176353455,False
development/dev_track_a,49,0.3412052392959595,0.25397688150405884,True
development/dev_track_a,50,0.25014016032218933,0.30133146047592163,True
development/dev_track_a,51,0.30327504873275757,0.254101037979126,False
development/dev_track_a,52,0.4428175091743469,0.2918092608451843,True
development/dev_track_a,53,0.37013697624206543,0.30526259541511536,False
development/dev_track_a,54,0.34566545486450195,0.4704700708389282,False
development/dev_track_a,55,0.11956921219825745,0.2813081741333008,False
development/dev_track_a,56,0.4458147883415222,0.46047741174697876,False
development/dev_track_a,57,0.355024129152298,0.3999071717262268,True
development/dev_track_a,58,0.36223000288009644,0.3333643078804016,True
development/dev_track_a,59,0.3086506724357605,0.26660245656967163,True
development/dev_track_a,60,0.49486294388771057,0.21640580892562866,False
development/dev_track_a,61,0.26206254959106445,0.1404012143611908,False
development/dev_track_a,62,0.2703932523727417,0.3783573508262634,False
development/dev_track_a,63,0.40383705496788025,0.25947049260139465,True
development/dev_track_a,64,0.2818406820297241,0.355544775724411,True
development/dev_track_a,65,0.589652955532074,0.1960296928882599,True
development/dev_track_a,66,0.4172326922416687,0.25182467699050903,False
development/dev_track_a,67,0.48495185375213623,0.410838782787323,False
development/dev_track_a,68,0.38635605573654175,0.33243200182914734,False
development/dev_track_a,69,0.4450308084487915,0.29599305987358093,False
development/dev_track_a,70,0.4124301075935364,0.4577065706253052,True
development/dev_track_a,71,0.2513938546180725,0.299233078956604,False
development/dev_track_a,72,0.35494571924209595,0.33907729387283325,True
development/dev_track_a,73,0.35314446687698364,0.3316059112548828,False
development/dev_track_a,74,0.36534932255744934,0.38305550813674927,True
development/dev_track_a,75,0.2542451024055481,0.2220471054315567,False
development/dev_track_a,76,0.33886629343032837,0.4979333281517029,True
development/dev_track_a,77,0.5763047933578491,0.41301071643829346,False
development/dev_track_a,78,0.29219093918800354,0.19688785076141357,False
development/dev_track_a,79,0.4354669451713562,0.2732560634613037,False
development/dev_track_a,80,0.251936674118042,0.2844740152359009,False
development/dev_track_a,81,0.37608784437179565,0.19866719841957092,True
development/dev_track_a,82,0.3838295340538025,0.2145978808403015,True
development/dev_track_a,83,0.23580369353294373,0.24132601916790009,True
development/dev_track_a,84,0.42717206478118896,0.34463632106781006,True
development/dev_track_a,85,0.2975069582462311,0.42586269974708557,False
development/dev_track_a,86,0.3847118616104126,0.4649016857147217,False
development/dev_track_a,87,0.19511005282402039,0.4402402937412262,False
development/dev_track_a,88,0.4791163504123688,0.2559998035430908,True
development/dev_track_a,89,0.42827823758125305,0.3168622851371765,False
development/dev_track_a,90,0.18176935613155365,0.3918735980987549,True
development/dev_track_a,91,0.29717960953712463,0.30026066303253174,False
development/dev_track_a,92,0.20251521468162537,0.11141563206911087,False
development/dev_track_a,93,0.3585785925388336,0.3786355257034302,False
development/dev_track_a,94,0.17792393267154694,0.49901407957077026,False
development/dev_track_a,95,0.5404824018478394,0.3604179918766022,True
development/dev_track_a,96,0.25010550022125244,0.5212578773498535,False
development/dev_track_a,97,0.41580069065093994,0.311465322971344,True
development/dev_track_a,98,0.4025871157646179,0.10714679211378098,False
development/dev_track_a,99,0.336095929145813,0.24189738929271698,True
development/dev_track_a,100,0.24560266733169556,0.1145639717578888,True
development/dev_track_a,101,0.41349756717681885,0.2617037296295166,True
development/dev_track_a,102,0.5898968577384949,0.5487175583839417,False
development/dev_track_a,103,0.5008840560913086,0.30014246702194214,False
development/dev_track_a,104,0.21910664439201355,0.17062853276729584,True
development/dev_track_a,105,0.22260504961013794,0.3691081404685974,False
development/dev_track_a,106,0.2375284731388092,0.34046459197998047,False
development/dev_track_a,107,0.2762961983680725,0.3680538237094879,True
development/dev_track_a,108,0.288312703371048,0.5015037059783936,False
development/dev_track_a,109,0.30485689640045166,0.35747969150543213,False
development/dev_track_a,110,0.3975675702095032,0.4358581602573395,True
development/dev_track_a,111,0.285087525844574,0.380619078874588,False
development/dev_track_a,112,0.15822738409042358,0.5245764851570129,False
development/dev_track_a,113,0.3505576550960541,0.3415389657020569,False
development/dev_track_a,114,0.4013272523880005,0.32022184133529663,True
development/dev_track_a,115,0.3209986388683319,0.3061065077781677,True
development/dev_track_a,116,0.31840312480926514,0.48978114128112793,False
development/dev_track_a,117,0.46270886063575745,0.5675172805786133,True
development/dev_track_a,118,0.3401111960411072,0.39244213700294495,False
development/dev_track_a,119,0.4636441767215729,0.3515811562538147,True
development/dev_track_a,120,0.22417205572128296,0.31241658329963684,True
development/dev_track_a,121,0.301429808139801,0.12629848718643188,False
development/dev_track_a,122,0.2774255573749542,0.35887861251831055,True
development/dev_track_a,123,0.5083903670310974,0.24880291521549225,True
development/dev_track_a,124,0.35568752884864807,0.4238530397415161,True
development/dev_track_a,125,0.20787519216537476,0.3010057210922241,False
development/dev_track_a,126,0.22256118059158325,0.3901061415672302,False
development/dev_track_a,127,0.4509228467941284,0.29282164573669434,False
development/dev_track_a,128,0.34778404235839844,0.336516797542572,True
development/dev_track_a,129,0.319659560918808,0.3926864564418793,False
development/dev_track_a,130,0.41225314140319824,0.3133423924446106,False
development/dev_track_a,131,0.1886064112186432,0.17625932395458221,True
development/dev_track_a,132,0.4583317041397095,0.3991556167602539,True
development/dev_track_a,133,0.3663506507873535,0.5052475929260254,True
development/dev_track_a,134,0.4116530418395996,0.24855157732963562,False
development/dev_track_a,135,0.34210366010665894,0.5503422021865845,True
development/dev_track_a,136,0.30945634841918945,0.4203765392303467,False
development/dev_track_a,137,0.29909569025039673,0.49629807472229004,False
development/dev_track_a,138,0.3309398293495178,0.24462363123893738,True
development/dev_track_a,139,0.2785121500492096,0.40537506341934204,True
development/dev_track_a,140,0.2700651288032532,0.3188684582710266,False
development/dev_track_a,141,0.4140901565551758,0.30699560046195984,False
development/dev_track_a,142,0.33344703912734985,0.24124287068843842,False
development/dev_track_a,143,0.46853259205818176,0.3260347247123718,False
development/dev_track_a,144,0.2530938982963562,0.5792310833930969,True
development/dev_track_a,145,0.35001686215400696,0.23048463463783264,True
development/dev_track_a,146,0.16785892844200134,0.43072229623794556,False
development/dev_track_a,147,0.34365642070770264,0.2679341435432434,True
development/dev_track_a,148,0.26369550824165344,0.24230438470840454,False
development/dev_track_a,149,0.2277614325284958,0.3652647137641907,False
development/dev_track_a,150,0.492434024810791,0.22960567474365234,True
development/dev_track_a,151,0.32398542761802673,0.27094659209251404,True
development/dev_track_a,152,0.5072448253631592,0.38418060541152954,True
development/dev_track_a,153,0.21380901336669922,0.3651754856109619,True
development/dev_track_a,154,0.2565514147281647,0.2970498204231262,True
development/dev_track_a,155,0.1269715577363968,0.36803489923477173,False
development/dev_track_a,156,0.683222770690918,0.2704794108867645,True
development/dev_track_a,157,0.2747737765312195,0.028320474550127983,True
development/dev_track_a,158,0.2914404273033142,0.4334796965122223,False
development/dev_track_a,159,0.5074112415313721,0.13872936367988586,False
development/dev_track_a,160,0.28784579038619995,0.3518771529197693,True
development/dev_track_a,161,0.24631063640117645,0.3896714448928833,True
development/dev_track_a,162,0.39127570390701294,0.24656197428703308,False
development/dev_track_a,163,0.33804237842559814,0.2758259177207947,True
development/dev_track_a,164,0.16580215096473694,0.30983075499534607,True
development/dev_track_a,165,0.3811905086040497,0.2627449035644531,False
development/dev_track_a,166,0.4997963309288025,0.2457677721977234,False
development/dev_track_a,167,0.40763768553733826,0.25963979959487915,False
development/dev_track_a,168,0.08790288865566254,0.3000250458717346,True
development/dev_track_a,169,0.33169814944267273,0.2465219646692276,False
development/dev_track_a,170,0.34209078550338745,0.2670762538909912,True
development/dev_track_a,171,0.3824659585952759,0.3648325204849243,True
development/dev_track_a,172,0.43633830547332764,0.32383230328559875,False
development/dev_track_a,173,0.2473059892654419,0.47666433453559875,True
development/dev_track_a,174,0.19097304344177246,0.2599526047706604,False
development/dev_track_a,175,0.2959004044532776,0.3074745535850525,True
development/dev_track_a,176,0.4939982295036316,0.406940758228302,True
development/dev_track_a,177,0.4693784713745117,0.23274505138397217,True
development/dev_track_a,178,0.2705557346343994,0.3307056427001953,True
development/dev_track_a,179,0.2793682813644409,0.3324964642524719,False
development/dev_track_a,180,0.4003444314002991,0.2654625177383423,False
development/dev_track_a,181,0.5031411051750183,0.3761647343635559,True
development/dev_track_a,182,0.4395487308502197,0.29431310296058655,True
development/dev_track_a,183,0.44747620820999146,0.29449599981307983,False
development/dev_track_a,184,0.29232174158096313,0.4096687436103821,False
development/dev_track_a,185,0.44655704498291016,0.3026938736438751,False
development/dev_track_a,186,0.3766815662384033,0.25787222385406494,False
development/dev_track_a,187,0.3411692976951599,0.3708101212978363,True
development/dev_track_a,188,0.35027238726615906,0.43093132972717285,True
development/dev_track_a,189,0.3808853030204773,0.4232786297798157,False
development/dev_track_a,190,0.3191136419773102,0.35525408387184143,True
development/dev_track_a,191,0.4509194493293762,0.4449157118797302,True
development/dev_track_a,192,0.31035563349723816,0.25159528851509094,True
development/dev_track_a,193,0.18112289905548096,0.18376606702804565,True
development/dev_track_a,194,0.40752002596855164,0.13394442200660706,False
development/dev_track_a,195,0.41193145513534546,0.2594541311264038,True
development/dev_track_a,196,0.5155368447303772,0.44668278098106384,False
development/dev_track_a,197,0.6423987150192261,0.22027304768562317,True
development/dev_track_a,198,0.19017596542835236,0.1688498854637146,False
development/dev_track_a,199,0.4060669243335724,0.3697245121002197,False
development/dev_track_a,200,0.32903796434402466,0.32698652148246765,True
