split_id,row_index,gest_spectral_w2v_google_spatial_a,gest_spectral_w2v_google_spatial_b,label
development/dev_track_a,48,0.9999998509884054,0.9999999701976772,False
development/dev_track_a,49,0.9999998807907193,0.999999821186087,True
development/dev_track_a,50,0.9999999701976772,0.9999999105930395,True
development/dev_track_a,51,1.0000000298023184,0.9999999105930395,False
development/dev_track_a,52,0.9999999403953606,0.9999998807907247,True
development/dev_track_a,53,0.9999998509884054,0.9999999403953606,False
development/dev_track_a,54,0.9887964424132245,1.0000000298023184,False
development/dev_track_a,55,0.9999999403953606,0.9999999403953552,False
development/dev_track_a,56,1.0,0.9999999105930395,False
development/dev_track_a,57,0.999999821186087,0.999999821186087,True
development/dev_track_a,58,0.9999999403953552,0.9999998807907193,True
development/dev_track_a,59,0.9999999105930395,0.9999998509884054,True
development/dev_track_a,60,0.9999999701976772,0.9999999403953606,False
development/dev_track_a,61,1.0000000298023237,0.9999999105930395,False
development/dev_track_a,62,1.0,1.000000059604643,False
development/dev_track_a,63,0.9999999105930395,0.9999999105930395,True
development/dev_track_a,64,0.9999999701976772,0.9999998807907193,True
development/dev_track_a,65,0.9999999403953606,0.9999999701976772,True
development/dev_track_a,66,0.9999998807907247,0.9999999403953606,False
development/dev_track_a,67,0.9999998807907247,0.9999998807907247,False
development/dev_track_a,68,0.9999998807907247,0.999999821186087,False
development/dev_track_a,69,0.9999997913837695,0.9999998807907247,False
development/dev_track_a,70,1.0,1.0,True
development/dev_track_a,71,0.9999998509884054,0.9999998509884054,False
development/dev_track_a,72,0.9999999105930395,0.999999880790714,True
development/dev_track_a,73,0.9999999403953552,0.9999999403953552,False
development/dev_track_a,74,0.9999999701976825,0.9999999403953606,True
development/dev_track_a,75,0.9999998509884054,0.9999999105930395,False
development/dev_track_a,76,1.0,0.9999999403953606,True
development/dev_track_a,77,0.9999998509884054,0.9999998509884054,False
development/dev_track_a,78,0.9999999403953606,0.9999998807907247,False
development/dev_track_a,79,0.9999999105930395,0.9999997615814529,False
development/dev_track_a,80,0.9999999403953606,0.9999998807907247,False
development/dev_track_a,81,1.0000000298023184,0.9999998807907193,True
development/dev_track_a,82,0.9999998807907247,0.9999999403953606,True
development/dev_track_a,83,1.0,0.9999999403953552,True
development/dev_track_a,84,0.9999998807907247,0.9999998509884054,True
development/dev_track_a,85,0.9999999403953606,0.9999999105930395,False
development/dev_track_a,86,0.9999999403953606,0.9999999403953606,False
development/dev_track_a,87,0.9999998807907247,0.9999998807907247,False
development/dev_track_a,88,0.999999821186087,0.9999998807907247,True
development/dev_track_a,89,1.000000059604643,0.9999999403953606,False
development/dev_track_a,90,1.0,0.9999999403953606,True
development/dev_track_a,91,0.9999998807907247,0.9999999403953606,False
development/dev_track_a,92,0.999999821186087,0.9999999403953659,False
development/dev_track_a,93,0.9999998807907247,0.9999998509884054,False
development/dev_track_a,94,0.9999998509884054,0.999999821186087,False
development/dev_track_a,95,0.9999999701976772,0.9999999403953606,True
development/dev_track_a,96,0.999999821186087,0.9999998807907193,False
development/dev_track_a,97,0.9999999105930395,1.0,True
development/dev_track_a,98,0.9999999403953606,0.9999998807907247,False
development/dev_track_a,99,0.9999999403953606,0.999999821186087,True
development/dev_track_a,100,1.0000000298023184,0.9999999403953606,True
development/dev_track_a,101,0.9999998509884054,0.9999998807907247,True
development/dev_track_a,102,0.9999999105930395,0.9999999403953606,False
development/dev_track_a,103,0.9999999701976772,0.9999999403953606,False
development/dev_track_a,104,0.9999999403953606,0.9999999403953606,True
development/dev_track_a,105,1.0,1.0,False
development/dev_track_a,106,0.9999999105930395,0.9999999105930395,False
development/dev_track_a,107,0.9999999403953552,0.9999999701976772,True
development/dev_track_a,108,1.0000000298023237,1.0,False
development/dev_track_a,109,0.9999998807907247,0.9999998509884054,False
development/dev_track_a,110,1.000000059604643,1.0,True
development/dev_track_a,111,0.9999998807907247,0.9999998807907247,False
development/dev_track_a,112,0.9999998807907247,0.9999999403953606,False
development/dev_track_a,113,0.9999999403953659,0.9999998807907247,False
development/dev_track_a,114,1.0,0.9999999403953606,True
development/dev_track_a,115,0.999999821186087,0.9999998807907247,True
development/dev_track_a,116,0.9999998509884054,0.9999998807907247,False
development/dev_track_a,117,1.0,0.9999999701976825,True
development/dev_track_a,118,0.9999999105930395,0.9999999701976772,False
development/dev_track_a,119,0.9999998807907193,0.9999998807907193,True
development/dev_track_a,120,0.9999999403953606,0.9999999403953606,True
development/dev_track_a,121,0.9999999403953606,0.9999999105930395,False
development/dev_track_a,122,0.9999999105930342,0.9999998807907193,True
development/dev_track_a,123,0.999999821186087,0.9999999403953606,True
development/dev_track_a,124,1.0,1.0,True
development/dev_track_a,125,0.9999999403953606,0.9999998807907193,False
development/dev_track_a,126,0.9999999701976772,0.9999999403953606,False
development/dev_track_a,127,0.9999997913837695,0.9999998807907247,False
development/dev_track_a,128,1.0,0.9999999403953606,True
development/dev_track_a,129,1.0,0.9999999701976772,False
development/dev_track_a,130,0.9999999701976825,0.9999998807907193,False
development/dev_track_a,131,0.9999999403953659,0.9999999403953606,True
development/dev_track_a,132,0.9999999105930395,0.9999998509884054,True
development/dev_track_a,133,0.9999999701976825,0.9999999403953606,True
development/dev_track_a,134,0.9999999701976825,0.9999999105930395,False
development/dev_track_a,135,0.999999821186087,0.9999997913837695,True
development/dev_track_a,136,0.9999998807907247,0.9999998807907247,False
development/dev_track_a,137,1.0,0.9999998807907247,False
development/dev_track_a,138,0.9999999701976772,0.9999999105930395,True
development/dev_track_a,139,0.9999999105930395,0.9999998509884054,True
development/dev_track_a,140,0.9999999105930395,0.9999999701976772,False
development/dev_track_a,141,0.9999999701976772,0.9999999701976825,False
development/dev_track_a,142,0.9999999105930395,0.9999999105930395,False
development/dev_track_a,143,0.9999999105930395,0.9999998807907247,False
development/dev_track_a,144,0.9999999105930395,0.9999998807907193,True
development/dev_track_a,145,0.9999999701976772,0.9999999105930395,True
development/dev_track_a,146,0.9999999403953606,0.9999999105930395,False
development/dev_track_a,147,0.9999998807907247,0.9999998807907193,True
development/dev_track_a,148,0.9999998807907193,0.9999999403953552,False
development/dev_track_a,149,0.9999999403953606,0.9999999701976772,False
development/dev_track_a,150,0.9999998509884054,0.9999999105930395,True
development/dev_track_a,151,0.9999999105930395,0.9999998509884054,True
development/dev_track_a,152,0.9999999105930448,0.9999999105930448,True
development/dev_track_a,153,1.0,0.9999999403953606,True
development/dev_track_a,154,1.000000059604643,0.9999998509884054,True
development/dev_track_a,155,0.9999998509884054,0.9999999403953606,False
development/dev_track_a,156,0.9999998509884054,0.9999999403953606,True
development/dev_track_a,157,1.0,0.9999999403953606,True
development/dev_track_a,158,0.9999997913837695,0.9999999403953606,False
development/dev_track_a,159,0.9999999105930395,0.9999999403953606,False
development/dev_track_a,160,0.9999998509884054,0.9999998509884054,True
development/dev_track_a,161,1.0,0.9999999403953606,True
development/dev_track_a,162,0.9999999403953552,1.0,False
development/dev_track_a,163,0.9999999403953606,0.9999999403953606,True
development/dev_track_a,164,0.9999999701976772,1.0,True
development/dev_track_a,165,0.9999999701976772,0.9999999403953606,False
development/dev_track_a,166,0.9999998509884054,0.9999998807907247,False
development/dev_track_a,167,0.9999999105930395,0.9999998807907247,False
development/dev_track_a,168,0.9999998807907247,0.9999999403953606,True
development/dev_track_a,169,0.9999998509884,0.9999999701976772,False
development/dev_track_a,170,0.9999998807907247,0.9999999403953606,True
development/dev_track_a,171,0.999999821186087,0.999999821186087,True
development/dev_track_a,172,0.9999998509884,0.9946417218873832,False
development/dev_track_a,173,0.9999998509884054,0.999999821186087,True
development/dev_track_a,174,0.9999998807907247,0.9999998807907247,False
development/dev_track_a,175,0.9999999105930395,1.0,True
development/dev_track_a,176,0.9999998807907247,0.9999998807907247,True
development/dev_track_a,177,0.9999998807907247,0.9999998807907247,True
development/dev_track_a,178,0.9999999403953606,0.9999999403953606,True
development/dev_track_a,179,0.9999999403953606,0.9999998509884054,False
development/dev_track_a,180,0.9999999105930395,0.9999998509884054,False
development/dev_track_a,181,0.9999999403953606,0.9999998807907247,True
development/dev_track_a,182,0.9999998509884,0.9999999105930395,True
development/dev_track_a,183,0.9731692091721836,0.9999998807907247,False
development/dev_track_a,184,0.9999998807907193,0.9999999105930395,False
development/dev_track_a,185,0.9999998807907247,0.9999998509884054,False
development/dev_track_a,186,0.9999999403953606,0.9999998807907247,False
development/dev_track_a,187,0.999999821186087,0.9999998509884054,True
development/dev_track_a,188,0.9999999403953552,0.9999999701976772,True
development/dev_track_a,189,0.9999997913837695,0.9999998807907247,False
development/dev_track_a,190,0.9999998509884054,0.9999998509884,True
development/dev_track_a,191,0.9999999403953552,0.9946554902401292,True
development/dev_track_a,192,0.9999999403953606,0.9999999403953606,True
development/dev_track_a,193,0.9999998509884054,0.9999999105930395,True
development/dev_track_a,194,0.9999998807907193,0.9999999701976772,False
development/dev_track_a,195,0.9999999403953606,1.0,True
development/dev_track_a,196,1.0,0.9999999403953606,False
development/dev_track_a,197,0.9999999701976825,0.9999998509884054,True
development/dev_track_a,198,0.9999998807907247,1.0,False
development/dev_track_a,199,0.9999999105930342,0.9999998509884,False
development/dev_track_a,200,0.9999998807907247,0.9999998807907247,True
