split_id,row_index,gest_ngm_w2v_google_spatial_a,gest_ngm_w2v_google_spatial_b,label
development/dev_track_a,61,0.6543867259155229,0.3912477795971208,False
development/dev_track_a,62,0.6342774077662912,0.5705967663273156,False
development/dev_track_a,63,0.3145549315451036,0.4007737287055092,True
development/dev_track_a,64,0.24845126074265478,0.42727307274256626,True
development/dev_track_a,65,0.26320800118281285,0.4325303525749759,True
development/dev_track_a,66,0.2993837385307295,0.3233414351555109,False
development/dev_track_a,67,0.29618656620947637,0.42518777350663656,False
development/dev_track_a,68,0.19431137979332075,0.2680465445990264,False
development/dev_track_a,69,0.19082989843184564,0.39709393681988614,False
development/dev_track_a,70,0.734560522241649,0.39530243952905214,True
development/dev_track_a,71,0.5121348245668395,0.43706925600432933,False
development/dev_track_a,72,0.3304413949622439,0.24880735716338914,True
development/dev_track_a,73,0.17354885808800224,0.3268581470262663,False
development/dev_track_a,74,0.48083597034543896,0.4668291171997638,True
development/dev_track_a,75,0.3237575796380434,0.336966608603486,False
development/dev_track_a,76,0.0011643287178655683,0.19556760926241126,True
development/dev_track_a,77,0.25837080680248087,0.21944445388670297,False
development/dev_track_a,78,0.26951642813832083,0.44343427422075066,False
development/dev_track_a,79,0.5695421712862195,0.5594854610638943,False
development/dev_track_a,80,0.3712478118759284,0.3136730182896531,False
development/dev_track_a,81,0.4365877208643725,0.3137325782873891,True
development/dev_track_a,82,0.20302863399904836,0.268255650106494,True
development/dev_track_a,83,0.6448203426898406,0.3795952583865496,True
development/dev_track_a,84,0.39376722165219996,0.4480306242343205,True
development/dev_track_a,85,0.7577087073933192,0.5722748115992078,False
development/dev_track_a,86,0.37225937811066606,0.5422777634475171,False
development/dev_track_a,87,0.1864920007981337,0.3528133256923041,False
development/dev_track_a,88,0.086243698320964,0.4287147246866961,True
development/dev_track_a,89,0.2732820182110791,0.3926116657268933,False
development/dev_track_a,90,0.6797156156344514,0.4328637750043301,True
development/dev_track_a,91,0.22543500378854067,0.36342776132901033,False
development/dev_track_a,92,0.33486205429242194,0.4543627644428994,False
development/dev_track_a,93,0.3948273166897946,0.22051140746866718,False
development/dev_track_a,94,0.7387788542812944,0.436771986046315,False
development/dev_track_a,95,0.4699450440408158,0.5149266193870187,True
development/dev_track_a,96,0.2026848536365044,0.3330319597454872,False
development/dev_track_a,97,0.37661121919084545,0.34500035414570424,True
development/dev_track_a,98,0.18796864612864092,0.5401907726617985,False
development/dev_track_a,99,0.6179986939386253,0.35795961262820364,True
development/dev_track_a,100,0.21380744404702218,0.12489013365727447,True
development/dev_track_a,101,0.17201888781062674,0.47326742557579726,True
development/dev_track_a,102,0.3784800103769863,0.24768072051665632,False
development/dev_track_a,103,0.5585289288445943,0.24652894130161676,False
development/dev_track_a,104,0.283755498548743,0.4220571503282691,True
development/dev_track_a,105,0.48319221869272105,0.5423865934026477,False
development/dev_track_a,106,0.44179489285488494,0.38554323615454916,False
development/dev_track_a,107,0.5467377631141035,0.4393941390586027,True
development/dev_track_a,108,0.3168363731728098,0.48947195795554554,False
development/dev_track_a,109,0.3750966807010234,0.5484325009379615,False
development/dev_track_a,110,0.37794642420731867,0.3784120333548043,True
development/dev_track_a,111,0.3821474562313653,0.5382148897762069,False
development/dev_track_a,112,0.367683905534452,0.47872429014107487,False
development/dev_track_a,113,0.4488478985583661,0.49774996507009284,False
development/dev_track_a,114,0.37692054113844614,0.6783627043562207,True
development/dev_track_a,115,0.09836267912386702,0.5293004433635934,True
development/dev_track_a,116,0.10904964330289947,0.3668593084900425,False
development/dev_track_a,117,0.24110071085629928,0.2540217721999288,True
development/dev_track_a,118,0.26729552882543156,0.443308096102785,False
development/dev_track_a,119,0.6413001270659313,0.3490854467890379,True
development/dev_track_a,120,0.5036730220631981,0.7731500486748103,True
development/dev_track_a,121,0.2503768652229648,0.35527723233417774,False
development/dev_track_a,122,0.21609127407095274,0.5868670654176673,True
development/dev_track_a,123,0.3438850723299391,0.29912441562807335,True
development/dev_track_a,124,0.3254101404191498,0.2856780325085059,True
development/dev_track_a,125,0.4835974838298281,0.5083061741612005,False
development/dev_track_a,126,0.5277176838272432,0.2746481081171416,False
development/dev_track_a,127,0.23590878181710606,0.2367002488917636,False
development/dev_track_a,128,0.4228937476687342,0.10597399911715474,True
development/dev_track_a,129,0.31527788788296607,0.1110119897070271,False
development/dev_track_a,130,0.35286069084494986,0.14346033813116946,False
development/dev_track_a,131,0.5107349664179168,0.36107572326623993,True
development/dev_track_a,132,0.30832986125465817,0.336427156831549,True
development/dev_track_a,133,0.5077818942520932,0.6607921989155632,True
development/dev_track_a,134,0.5838777688027257,0.49998533367224934,False
development/dev_track_a,135,0.5756792214680928,0.4650072864766628,True
development/dev_track_a,136,0.2072726887900852,-0.004014752863468029,False
development/dev_track_a,137,0.43115849503099546,0.6357305163847161,False
development/dev_track_a,138,0.457575481495463,0.4638443533396507,True
development/dev_track_a,139,0.6081686300559198,0.22823762774817422,True
development/dev_track_a,140,0.7333648086778296,0.5611077555882881,False
development/dev_track_a,141,0.18831971126789898,0.4161927413236828,False
development/dev_track_a,142,0.19679187134553297,0.29108190386230376,False
development/dev_track_a,143,0.26934142835885033,0.5231791488830734,False
development/dev_track_a,144,-0.024702397026366663,0.16888191635920463,True
development/dev_track_a,145,0.12924284500334235,0.30078353541101555,True
development/dev_track_a,146,0.22236546791282588,0.1974543275125682,False
development/dev_track_a,147,0.3154000342429825,0.37432674401156785,True
development/dev_track_a,148,0.22244704761035888,0.5114941470026884,False
development/dev_track_a,149,0.5056370062090232,0.3771014145649346,False
development/dev_track_a,150,0.482197659566205,0.3977402276703539,True
development/dev_track_a,151,0.5706722319093261,0.39068531879976365,True
development/dev_track_a,152,0.6956347156097309,0.23849869643045232,True
development/dev_track_a,153,0.5626652626108182,0.02874252291659642,True
development/dev_track_a,154,0.6910849843966445,0.5596207231386355,True
development/dev_track_a,155,0.12964636657946635,0.30160385795509553,False
development/dev_track_a,156,0.38758817117347133,0.11560319634116101,True
development/dev_track_a,157,0.370050538279592,0.47309781552061864,True
development/dev_track_a,158,0.44528073543275637,0.16271644285971595,False
development/dev_track_a,159,0.6235988697569764,0.5060750511544504,False
development/dev_track_a,160,0.2759546736241613,0.09609801240216069,True
development/dev_track_a,161,0.25047589536994563,0.354182678187358,True
development/dev_track_a,162,0.38937839790287726,0.35368297413177846,False
development/dev_track_a,163,0.5551883047048511,0.715907122715722,True
development/dev_track_a,164,0.7020826976956438,0.24728036543755283,True
development/dev_track_a,165,0.4608723983319039,0.30782474582956604,False
development/dev_track_a,166,0.35840593563489676,0.07371794889314984,False
development/dev_track_a,167,0.575220237257349,0.42963685646425,False
development/dev_track_a,168,0.37873968065185537,0.3849533640627237,True
development/dev_track_a,169,0.6470367021009721,0.7395144673464064,False
development/dev_track_a,170,0.44282730258629444,0.4649037543669768,True
development/dev_track_a,171,0.2315727262583273,0.2761657002975143,True
development/dev_track_a,172,0.5748105634214058,0.4838720965783395,False
development/dev_track_a,173,0.4246666520823374,0.22468552258491667,True
development/dev_track_a,174,0.32383888877756617,0.41708167991476913,False
development/dev_track_a,175,0.35475792176054954,0.49331351093335185,True
development/dev_track_a,176,0.48681377790989605,0.5078213122760048,True
development/dev_track_a,177,0.3659848942458791,0.44323505973008354,True
development/dev_track_a,178,0.41067374942921087,0.30816423681700456,True
development/dev_track_a,179,0.4958281433099684,0.2799081831054583,False
development/dev_track_a,180,0.3996794574701484,0.40492882467715097,False
development/dev_track_a,181,0.6433784812348133,0.5761692127226095,True
development/dev_track_a,182,0.4948076067803152,0.3968518751451975,True
development/dev_track_a,183,0.14777880164380897,0.5600859980816787,False
development/dev_track_a,184,0.22568889040593693,0.054486353594702455,False
development/dev_track_a,185,0.13044328128039784,0.11453024596428292,False
development/dev_track_a,186,0.45299210633161346,0.3385105964214878,False
development/dev_track_a,187,0.26540630005039145,0.4148930630319968,True
development/dev_track_a,188,0.4929518711540454,0.5369824908336208,True
development/dev_track_a,189,0.2658661121701821,0.08593349338545928,False
development/dev_track_a,190,0.3510807316215385,0.24660408769792702,True
development/dev_track_a,191,0.2888801215361024,0.24738190438019128,True
development/dev_track_a,192,0.4197653542493201,0.16670029626045335,True
development/dev_track_a,193,0.46756921533533263,0.34934911116231815,True
development/dev_track_a,194,0.4898538361265958,0.5460737845870198,False
development/dev_track_a,195,0.5089884374854827,0.1631685239871601,True
development/dev_track_a,196,0.8929685008460282,0.6840316289932643,False
development/dev_track_a,197,0.005902646926496107,0.406449184007777,True
development/dev_track_a,198,0.1493077849874627,0.14113780455905625,False
development/dev_track_a,199,0.33264186010223246,0.5302466672166012,False
development/dev_track_a,200,0.3695571325813775,0.3244981945630676,True
