synthetic,dataset,id_left,id_right,configuration,similarity,label,pair_type,blacklisted_or_missing_or_invalid
standard,ActivityNet Captions,v_eCzDH6PdtlE,v_pc_QYeZG9GA,Spectral_GloVe300,0.15398879965554502,0,negative,0
standard,ActivityNet Captions,v_PHIZza_xVog,v_37pwbUp8t1I,Spectral_GloVe300,0.043627304632127765,0,negative,0
standard,ActivityNet Captions,v_GTxmHim5JnY,v_Bs3OMhhUlY4,Spectral_GloVe300,0.2046605139825706,0,negative,0
standard,ActivityNet Captions,v_j_YetAlzwbk,v_UXX8k68S3_g,Spectral_GloVe300,0.2084623636719086,0,negative,0
standard,ActivityNet Captions,v_lZKrd84QElk,v_Bs3OMhhUlY4,Spectral_GloVe300,0.043288361844194746,0,negative,0
standard,ActivityNet Captions,v_Lh3dhueuKmQ,v_zihMznAYlV0,Spectral_GloVe300,0.07005006632182828,0,negative,0
standard,ActivityNet Captions,v_8ATFQNEWHL0,v_eCzDH6PdtlE,Spectral_GloVe300,0.12477660701332027,0,negative,0
standard,ActivityNet Captions,v_Tko7eefi1BI,v_dLLvpM-gB8Q,Spectral_GloVe300,0.3396279944009776,0,negative,0
standard,ActivityNet Captions,v_mpC_UTM1tWQ,v_GFE2wAi9fjo,Spectral_GloVe300,0.15676710410941813,0,negative,0
standard,ActivityNet Captions,v_fN2DiOswmOA,v_D-y_N4u0uRQ,Spectral_GloVe300,0.3006336186388415,0,negative,0
standard,ActivityNet Captions,v_7RESODKApso,v_VsFHNZHhNwI,Spectral_GloVe300,0.2648795319729391,0,negative,0
standard,ActivityNet Captions,v_ogQozSI5V8U,v_fhtNAMK0Vqk,Spectral_GloVe300,0.3719938274495371,0,negative,0
standard,ActivityNet Captions,v_D-y_N4u0uRQ,v_UciHec7xncc,Spectral_GloVe300,0.2795963079112646,0,negative,0
standard,ActivityNet Captions,v_dAjhBWalWRM,v_kxwTPAhlhpw,Spectral_GloVe300,0.35164553303858753,0,negative,0
standard,ActivityNet Captions,v_nwznKOuZM7w,v_Ocd1VWIIeVs,Spectral_GloVe300,0.015748475367133963,0,negative,0
standard,ActivityNet Captions,v_iYxj8a1TPYk,v_7RESODKApso,Spectral_GloVe300,0.38245629556527727,0,negative,0
standard,ActivityNet Captions,v_Q_Rufuciohg,v_nHE7u40plD0,Spectral_GloVe300,0.21403078431932607,0,negative,0
standard,ActivityNet Captions,v_Tko7eefi1BI,v_j_YetAlzwbk,Spectral_GloVe300,0.4118983350095472,0,negative,0
standard,ActivityNet Captions,v_FLL06mU-ua8,v_X2LI_I_qw-A,Spectral_GloVe300,0.08635061260205411,0,negative,0
standard,ActivityNet Captions,v_bmoS216hsoc,v_y3r4IrZkgBo,Spectral_GloVe300,0.3181589409500606,0,negative,0
standard,ActivityNet Captions,v_PG3f3Wkkptk,v_SpwOzrXw9JU,Spectral_GloVe300,0.15899204728273797,0,negative,0
standard,ActivityNet Captions,v_soHEsBIljbI,v_Xj--zKhm6k4,Spectral_GloVe300,0.15705769501547356,0,negative,0
standard,ActivityNet Captions,v_8ATFQNEWHL0,v_Hg1tl2hFWGc,Spectral_GloVe300,0.20750058906153204,0,negative,0
standard,ActivityNet Captions,v_Q_Rufuciohg,v_Ocd1VWIIeVs,Spectral_GloVe300,0.10576620916232445,0,negative,0
standard,ActivityNet Captions,v_69IsHpmRyfk,v_p8_hwwgyoZE,Spectral_GloVe300,0.15175648734332006,0,negative,0
standard,ActivityNet Captions,v_CqAJxW84FkU,v_STaS53CNlZI,Spectral_GloVe300,0.0,0,negative,1
standard,ActivityNet Captions,v_zW_8T8w7304,v_shGGt9TRlkk,Spectral_GloVe300,0.12136294982082942,0,negative,0
standard,ActivityNet Captions,v_nwznKOuZM7w,v_FsXl6whrCWk,Spectral_GloVe300,0.11484255912152481,0,negative,0
standard,ActivityNet Captions,v_V_Nj_BhesEY,v_pizl41xmw7k,Spectral_GloVe300,0.12783633488618765,0,negative,0
standard,ActivityNet Captions,v_xoXTlNWkC7w,v_YSO5CGeeTmE,Spectral_GloVe300,0.24518732817994227,0,negative,0
standard,ActivityNet Captions,v_8ATFQNEWHL0,v_STaS53CNlZI,Spectral_GloVe300,0.0,0,negative,1
standard,ActivityNet Captions,v_LNKdVrX_0Fg,v_RJus6sogyiM,Spectral_GloVe300,0.2725923238936634,0,negative,0
standard,ActivityNet Captions,v_pc_QYeZG9GA,v_mcDVNexy6Ps,Spectral_GloVe300,0.10175980213917324,0,negative,0
standard,ActivityNet Captions,v_69IsHpmRyfk,v_LIaNG_UliKk,Spectral_GloVe300,0.09621776859307954,0,negative,0
standard,ActivityNet Captions,v_soHEsBIljbI,v_CqscMsSNiNY,Spectral_GloVe300,0.3238549640748701,0,negative,0
standard,ActivityNet Captions,v_xKPF_SpZ1gQ,v_fOuFF7dGPtI,Spectral_GloVe300,0.15034050225345172,0,negative,0
standard,ActivityNet Captions,v_VsFHNZHhNwI,v_NLTd7qCLT7o,Spectral_GloVe300,0.14288493949145376,0,negative,0
standard,ActivityNet Captions,v_Hg1tl2hFWGc,v_zihMznAYlV0,Spectral_GloVe300,0.2536711219734167,0,negative,0
standard,ActivityNet Captions,v_lZKrd84QElk,v_V_Nj_BhesEY,Spectral_GloVe300,0.25067446509146685,0,negative,0
standard,ActivityNet Captions,v___dXUJsj3yo,v_UgSLUt8X1Lc,Spectral_GloVe300,0.1485667143980084,0,negative,0
standard,ActivityNet Captions,v_NLTd7qCLT7o,v_QOlSCBRmfWY,Spectral_GloVe300,0.28346833170876695,0,negative,0
standard,ActivityNet Captions,v_pOyP_kDaskY,v_m16Cn9VA3Lk,Spectral_GloVe300,0.20415204498821526,0,negative,0
standard,ActivityNet Captions,v_kxwTPAhlhpw,v_apPeChgjzs4,Spectral_GloVe300,0.10225538295164105,0,negative,0
standard,ActivityNet Captions,v_m22TDwfa8go,v_zihMznAYlV0,Spectral_GloVe300,0.3969106985363652,0,negative,0
standard,ActivityNet Captions,v_2dA1fAU3o6o,v_UciHec7xncc,Spectral_GloVe300,0.1696857958881665,0,negative,0
standard,ActivityNet Captions,v_XD3yFrJHiv8,v_VsFHNZHhNwI,Spectral_GloVe300,0.27413582201381675,0,negative,0
standard,ActivityNet Captions,v_m16Cn9VA3Lk,v_eUCKEnKxG8w,Spectral_GloVe300,0.2527954005582221,0,negative,0
standard,ActivityNet Captions,v_ZKo3_ifK2tQ,v_VdeYnCIbRJ4,Spectral_GloVe300,0.355970661780781,0,negative,0
standard,ActivityNet Captions,v_mpC_UTM1tWQ,v_LNKdVrX_0Fg,Spectral_GloVe300,0.23803182876849643,0,negative,0
standard,ActivityNet Captions,v_nwznKOuZM7w,v_p0O-EsMFcL4,Spectral_GloVe300,0.12219788832340894,0,negative,0
standard,ActivityNet Captions,v_nwznKOuZM7w,v_HRjSOacCdWI,Spectral_GloVe300,0.17006087289715485,0,negative,0
standard,ActivityNet Captions,v_WnLYDJ8Jwv8,v_QOlSCBRmfWY,Spectral_GloVe300,0.2149697139938938,0,negative,0
standard,ActivityNet Captions,v_D18b2IZpxk0,v_SpwOzrXw9JU,Spectral_GloVe300,0.18393150841816383,0,negative,0
standard,ActivityNet Captions,v_fN2DiOswmOA,v_wrf4MfW4MGg,Spectral_GloVe300,0.3396552447131722,0,negative,0
standard,ActivityNet Captions,v_o-S8I8lhQpo,v__yWADgOFxP0,Spectral_GloVe300,0.7186690672136405,0,negative,0
standard,ActivityNet Captions,v_Xj--zKhm6k4,v_RJus6sogyiM,Spectral_GloVe300,0.24284982208540637,0,negative,0
standard,ActivityNet Captions,v_hhN1647pP88,v_iqe_HmjojQ8,Spectral_GloVe300,0.12101797853527531,0,negative,0
standard,ActivityNet Captions,v_dnJJWt0SBTc,v_soHEsBIljbI,Spectral_GloVe300,0.13776164551992082,0,negative,0
standard,ActivityNet Captions,v_j_YetAlzwbk,v_CbfgZlo0Ut4,Spectral_GloVe300,0.22547964204788365,0,negative,0
standard,ActivityNet Captions,v_WnLYDJ8Jwv8,v_c3vEqTcKPsU,Spectral_GloVe300,0.2315877345553948,0,negative,0
standard,ActivityNet Captions,v_Q9Fw56ZvXq4,v_gXVjjjvjVf4,Spectral_GloVe300,0.1420975177451953,0,negative,0
standard,ActivityNet Captions,v_0zXTrkgUj0U,v_6uNhwOSZXco,Spectral_GloVe300,0.42458003221266316,0,negative,0
standard,ActivityNet Captions,v_dAjhBWalWRM,v_apPeChgjzs4,Spectral_GloVe300,0.17647681604394905,0,negative,0
standard,ActivityNet Captions,v_QOlSCBRmfWY,v_pizl41xmw7k,Spectral_GloVe300,0.20307194971721262,0,negative,0
standard,ActivityNet Captions,v_VdeYnCIbRJ4,v_oP77DgsbhKQ,Spectral_GloVe300,0.30407990166848436,0,negative,0
standard,ActivityNet Captions,v_NnLjEbG31ZE,v_W19-fYOO9sg,Spectral_GloVe300,0.3487449392404816,0,negative,0
standard,ActivityNet Captions,v__HQTWGmXXsc,v_lETAKUG4pQw,Spectral_GloVe300,0.3426982595933601,0,negative,0
standard,ActivityNet Captions,v_mcDVNexy6Ps,v_Aj0Pd6snB-k,Spectral_GloVe300,0.3247108924606395,0,negative,0
standard,ActivityNet Captions,v_Q_Rufuciohg,v_pOyP_kDaskY,Spectral_GloVe300,0.10448116195384584,0,negative,0
standard,ActivityNet Captions,v_W01QffZYsxQ,v_Hg1tl2hFWGc,Spectral_GloVe300,0.3553743169503868,0,negative,0
standard,ActivityNet Captions,v_Bs3OMhhUlY4,v_apPeChgjzs4,Spectral_GloVe300,0.11738439565206964,0,negative,0
standard,ActivityNet Captions,v_UciHec7xncc,v_RJus6sogyiM,Spectral_GloVe300,0.23727494937894664,0,negative,0
standard,ActivityNet Captions,v_epqnpUCVLK8,v_Ocd1VWIIeVs,Spectral_GloVe300,0.02697164481384386,0,negative,0
standard,ActivityNet Captions,v_D5hsFA2ZrIQ,v_---9CpRcKoU,Spectral_GloVe300,0.16026541081290363,0,negative,0
standard,ActivityNet Captions,v__s20ZN8WZbo,v_nsdB1r31-70,Spectral_GloVe300,0.025623310525725508,0,negative,0
standard,ActivityNet Captions,v_cp52LdlmlUk,v_kxwTPAhlhpw,Spectral_GloVe300,0.2899138233414454,0,negative,0
standard,ActivityNet Captions,v_eUCKEnKxG8w,v_W01QffZYsxQ,Spectral_GloVe300,0.3574529708536856,0,negative,0
standard,ActivityNet Captions,v_GTxmHim5JnY,v_HppLOtjJY_Q,Spectral_GloVe300,0.12733981214088977,0,negative,0
standard,ActivityNet Captions,v_IRz9PYgpb8U,v_mcDVNexy6Ps,Spectral_GloVe300,0.08840167988807397,0,negative,0
standard,ActivityNet Captions,v__HQTWGmXXsc,v_YSO5CGeeTmE,Spectral_GloVe300,0.11542785907005379,0,negative,0
standard,ActivityNet Captions,v_ogQozSI5V8U,v_Xj--zKhm6k4,Spectral_GloVe300,0.2778348986647767,0,negative,0
standard,ActivityNet Captions,v_UgSLUt8X1Lc,v_AGgJVF3nT6I,NGM_GloVe300,0.02716906322384597,0,negative,0
standard,ActivityNet Captions,v_HppLOtjJY_Q,v_2CfCDcCuOO4,NGM_GloVe300,0.1805845607825892,0,negative,0
standard,ActivityNet Captions,v_LNKdVrX_0Fg,v_GTxmHim5JnY,NGM_GloVe300,0.026035193368363973,0,negative,0
standard,ActivityNet Captions,v_VdeYnCIbRJ4,v_QHJTOHgjDMw,NGM_GloVe300,0.1155987994615967,0,negative,0
standard,ActivityNet Captions,v_eC4l8AuAmKw,v_UgSLUt8X1Lc,NGM_GloVe300,0.02213818974303366,0,negative,0
standard,ActivityNet Captions,v___dXUJsj3yo,v_soHEsBIljbI,NGM_GloVe300,0.041381464703711165,0,negative,0
standard,ActivityNet Captions,v_FsXl6whrCWk,v__s20ZN8WZbo,NGM_GloVe300,0.03606350113993791,0,negative,0
standard,ActivityNet Captions,v_fOuFF7dGPtI,v_lZKrd84QElk,NGM_GloVe300,0.04051691473951427,0,negative,0
standard,ActivityNet Captions,v__LKFGLH8XxI,v_bmoS216hsoc,NGM_GloVe300,0.1425692706832414,0,negative,0
standard,ActivityNet Captions,v_UciHec7xncc,v_dAjhBWalWRM,NGM_GloVe300,0.07067549347912237,0,negative,0
standard,ActivityNet Captions,v_lZKrd84QElk,v_fhtNAMK0Vqk,NGM_GloVe300,0.07075634943237585,0,negative,0
standard,ActivityNet Captions,v_m22TDwfa8go,v_iqe_HmjojQ8,NGM_GloVe300,0.07321127399487677,0,negative,0
standard,ActivityNet Captions,v_fN2DiOswmOA,v_lZKrd84QElk,NGM_GloVe300,0.04768386929441941,0,negative,0
standard,ActivityNet Captions,v___dXUJsj3yo,v_W19-fYOO9sg,NGM_GloVe300,0.1529855400512275,0,negative,0
standard,ActivityNet Captions,v_edbczrXeEOk,v_XSu5dteR2Ko,NGM_GloVe300,0.07086010261529957,0,negative,0
standard,ActivityNet Captions,v_lZKrd84QElk,v_mpC_UTM1tWQ,NGM_GloVe300,0.04907969129140926,0,negative,0
standard,ActivityNet Captions,v_eUCKEnKxG8w,v_W19-fYOO9sg,NGM_GloVe300,0.08839570649927321,0,negative,0
standard,ActivityNet Captions,v_z5bc9KKiAGI,v_UgSLUt8X1Lc,NGM_GloVe300,0.01811647478596154,0,negative,0
standard,ActivityNet Captions,v_tznMNEWglxY,v_oxp7V1AKJWk,NGM_GloVe300,0.10282617993269359,0,negative,0
standard,ActivityNet Captions,v_QHJTOHgjDMw,v_XSu5dteR2Ko,NGM_GloVe300,0.06892258160797317,0,negative,0
standard,ActivityNet Captions,v_7RESODKApso,v_uHPrH22rPgU,NGM_GloVe300,0.03945216435039891,0,negative,0
standard,ActivityNet Captions,v_VsFHNZHhNwI,v_hhN1647pP88,NGM_GloVe300,0.025637526689398293,0,negative,0
standard,ActivityNet Captions,v_6uNhwOSZXco,v_Aj0Pd6snB-k,NGM_GloVe300,0.010149609586441196,0,negative,0
standard,ActivityNet Captions,v_fhtNAMK0Vqk,v_AGgJVF3nT6I,NGM_GloVe300,0.08810490016188544,0,negative,0
standard,ActivityNet Captions,v_j_YetAlzwbk,v_UgSLUt8X1Lc,NGM_GloVe300,0.04708542204654329,0,negative,0
standard,ActivityNet Captions,v_kxwTPAhlhpw,v_mpC_UTM1tWQ,NGM_GloVe300,0.07264406819382092,0,negative,0
standard,ActivityNet Captions,v_m16Cn9VA3Lk,v_5qBzjfW-sMs,NGM_GloVe300,0.10615557122011547,0,negative,0
standard,ActivityNet Captions,v_nHE7u40plD0,v_VWmSZPIoBlw,NGM_GloVe300,0.0719348699654819,0,negative,0
standard,ActivityNet Captions,v_TdAfqkmTrf0,v_UXX8k68S3_g,NGM_GloVe300,0.07504586243062959,0,negative,0
standard,ActivityNet Captions,v_I637SOXSbHY,v_pc_QYeZG9GA,NGM_GloVe300,0.04918066784431761,0,negative,0
standard,ActivityNet Captions,v_CqAJxW84FkU,v_Q_Rufuciohg,NGM_GloVe300,0.08196964988517756,0,negative,0
standard,ActivityNet Captions,v_37Q3so6ERxs,v_RJus6sogyiM,NGM_GloVe300,0.06661683052503944,0,negative,0
standard,ActivityNet Captions,v_VWmSZPIoBlw,v_QOlSCBRmfWY,NGM_GloVe300,0.08582991671428761,0,negative,0
standard,ActivityNet Captions,v_ogQozSI5V8U,v_eCzDH6PdtlE,NGM_GloVe300,0.1177807160309877,0,negative,0
standard,ActivityNet Captions,v_UgSLUt8X1Lc,v_lETAKUG4pQw,NGM_GloVe300,0.037667411706519216,0,negative,0
standard,ActivityNet Captions,v_6uNhwOSZXco,v__LKFGLH8XxI,NGM_GloVe300,0.04206494725006767,0,negative,0
standard,ActivityNet Captions,v_ogQozSI5V8U,v_apPeChgjzs4,NGM_GloVe300,0.104305217050919,0,negative,0
standard,ActivityNet Captions,v_dLLvpM-gB8Q,v_VsFHNZHhNwI,NGM_GloVe300,0.09197528614570455,0,negative,0
standard,ActivityNet Captions,v_HRjSOacCdWI,v_PG3f3Wkkptk,NGM_GloVe300,0.060300557613043475,0,negative,0
standard,ActivityNet Captions,v__HQTWGmXXsc,v_zihMznAYlV0,NGM_GloVe300,0.08653478471600172,0,negative,0
standard,ActivityNet Captions,v_pizl41xmw7k,v_fgoXpih2Kws,NGM_GloVe300,0.1063656511451579,0,negative,0
standard,ActivityNet Captions,v_GFE2wAi9fjo,v_MleQSQt6Utw,NGM_GloVe300,0.1584787588123402,0,negative,0
standard,ActivityNet Captions,v_2SnFlGUHKnc,v_X2LI_I_qw-A,NGM_GloVe300,0.03762336614822993,0,negative,0
standard,ActivityNet Captions,v_xoXTlNWkC7w,v_37pwbUp8t1I,NGM_GloVe300,0.13028171187517656,0,negative,0
standard,ActivityNet Captions,v_X2LI_I_qw-A,v_fhtNAMK0Vqk,NGM_GloVe300,0.10637744174116308,0,negative,0
standard,ActivityNet Captions,v_p9iE8iemCMs,v_wyARf3xHOgs,NGM_GloVe300,0.08179538528504718,0,negative,0
standard,ActivityNet Captions,v_UciHec7xncc,v_dnJJWt0SBTc,NGM_GloVe300,0.12384146560789962,0,negative,0
standard,ActivityNet Captions,v_VWmSZPIoBlw,v_Tko7eefi1BI,NGM_GloVe300,0.07208654690836154,0,negative,0
standard,ActivityNet Captions,v_STaS53CNlZI,v_UciHec7xncc,NGM_GloVe300,0.019539360013427945,0,negative,0
standard,ActivityNet Captions,v_UXX8k68S3_g,v_mcDVNexy6Ps,NGM_GloVe300,0.08504683249315537,0,negative,0
standard,ActivityNet Captions,v_UgSLUt8X1Lc,v_RgzbNJPchqc,NGM_GloVe300,0.013691405297870617,0,negative,0
standard,ActivityNet Captions,v_epqnpUCVLK8,v_pc_QYeZG9GA,NGM_GloVe300,0.08312058900604764,0,negative,0
standard,ActivityNet Captions,v_Bs3OMhhUlY4,v_r9X01daYa5o,NGM_GloVe300,0.09724453914124563,0,negative,0
standard,ActivityNet Captions,v_LNKdVrX_0Fg,v_SpwOzrXw9JU,NGM_GloVe300,0.06521207093411079,0,negative,0
standard,ActivityNet Captions,v_8ltNqT5N-xs,v_D18b2IZpxk0,NGM_GloVe300,0.060870164802107385,0,negative,0
standard,ActivityNet Captions,v_cp52LdlmlUk,v_epqnpUCVLK8,NGM_GloVe300,0.07112930045511834,0,negative,0
standard,ActivityNet Captions,v_VsFHNZHhNwI,v_fgoXpih2Kws,NGM_GloVe300,0.023435709328494998,0,negative,0
standard,ActivityNet Captions,v_iYxj8a1TPYk,v_NLTd7qCLT7o,NGM_GloVe300,0.04872657507004107,0,negative,0
standard,ActivityNet Captions,v_Aj0Pd6snB-k,v_fOuFF7dGPtI,NGM_GloVe300,0.11753587917377921,0,negative,0
standard,ActivityNet Captions,v_lETAKUG4pQw,v_HppLOtjJY_Q,NGM_GloVe300,0.09320161201439793,0,negative,0
standard,ActivityNet Captions,v_UciHec7xncc,v_iYxj8a1TPYk,NGM_GloVe300,0.02844978482143141,0,negative,0
standard,ActivityNet Captions,v_ZKo3_ifK2tQ,v_FsXl6whrCWk,NGM_GloVe300,0.028718346264022913,0,negative,0
standard,ActivityNet Captions,v_epqnpUCVLK8,v_UBDcmeET6ys,NGM_GloVe300,0.15927339706193042,0,negative,0
