synthetic,dataset,id,configuration,similarity,label,pair_type,blacklisted_or_missing_or_invalid
standard,ActivityNet Captions,v_2CfCDcCuOO4,Spectral_GloVe300,0.7485446821507508,1,positive,0
standard,ActivityNet Captions,v_5qBzjfW-sMs,Spectral_GloVe300,0.812042897987816,1,positive,0
standard,ActivityNet Captions,v_GTxmHim5JnY,Spectral_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_fhtNAMK0Vqk,Spectral_GloVe300,0.7469752928061871,1,positive,0
standard,ActivityNet Captions,v_hhN1647pP88,Spectral_GloVe300,0.7298716668273503,1,positive,0
standard,ActivityNet Captions,v_y3r4IrZkgBo,Spectral_GloVe300,0.8177821419335838,1,positive,0
standard,ActivityNet Captions,v_eUCKEnKxG8w,Spectral_GloVe300,1.0004255677250153,1,positive,0
standard,ActivityNet Captions,v_c1eUdyyT4zg,Spectral_GloVe300,0.9736618051434844,1,positive,0
standard,ActivityNet Captions,v_BbFCkDdq3S0,Spectral_GloVe300,0.7939694036687922,1,positive,0
standard,ActivityNet Captions,v_oxp7V1AKJWk,Spectral_GloVe300,0.881132112704752,1,positive,0
standard,ActivityNet Captions,v_VWmSZPIoBlw,Spectral_GloVe300,0.549084617247112,1,positive,0
standard,ActivityNet Captions,v_NnLjEbG31ZE,Spectral_GloVe300,0.608130423543752,1,positive,0
standard,ActivityNet Captions,v_Wgm-mYzdnxc,Spectral_GloVe300,0.6589345919774341,1,positive,0
standard,ActivityNet Captions,v_edbczrXeEOk,Spectral_GloVe300,0.8163283389631608,1,positive,0
standard,ActivityNet Captions,v_o-S8I8lhQpo,Spectral_GloVe300,0.8859497565731095,1,positive,0
standard,ActivityNet Captions,v_HppLOtjJY_Q,Spectral_GloVe300,0.8996009001878799,1,positive,0
standard,ActivityNet Captions,v_n2fFj1mBjhQ,Spectral_GloVe300,0.3868224220851404,1,positive,0
standard,ActivityNet Captions,v_37Q3so6ERxs,Spectral_GloVe300,0.6900202353882647,1,positive,0
standard,ActivityNet Captions,v_Y76wuHBZgdU,Spectral_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_VdeYnCIbRJ4,Spectral_GloVe300,0.9185939652508587,1,positive,0
standard,ActivityNet Captions,v_c3vEqTcKPsU,Spectral_GloVe300,0.10648188764970111,1,positive,0
standard,ActivityNet Captions,v_QHJTOHgjDMw,Spectral_GloVe300,0.703512908701118,1,positive,0
standard,ActivityNet Captions,v_FLL06mU-ua8,Spectral_GloVe300,0.6869170100444788,1,positive,0
standard,ActivityNet Captions,v_j_YetAlzwbk,Spectral_GloVe300,0.8483894955825565,1,positive,0
standard,ActivityNet Captions,v_wyARf3xHOgs,Spectral_GloVe300,0.7413854005468368,1,positive,0
standard,ActivityNet Captions,v_eC4l8AuAmKw,Spectral_GloVe300,0.777602020889657,1,positive,0
standard,ActivityNet Captions,v_ZKo3_ifK2tQ,Spectral_GloVe300,0.5309584309673957,1,positive,0
standard,ActivityNet Captions,v_X2LI_I_qw-A,Spectral_GloVe300,0.5203258670983811,1,positive,0
standard,ActivityNet Captions,v_UCBAyJpXuCw,Spectral_GloVe300,0.7534763240979098,1,positive,0
standard,ActivityNet Captions,v_8ltNqT5N-xs,Spectral_GloVe300,0.9494711668818542,1,positive,0
standard,ActivityNet Captions,v_Xj--zKhm6k4,Spectral_GloVe300,0.940362574801535,1,positive,0
standard,ActivityNet Captions,v__HQTWGmXXsc,Spectral_GloVe300,0.6554297034770037,1,positive,0
standard,ActivityNet Captions,v_2SnFlGUHKnc,Spectral_GloVe300,0.8272642066986057,1,positive,0
standard,ActivityNet Captions,v___dXUJsj3yo,Spectral_GloVe300,0.7757020641383494,1,positive,0
standard,ActivityNet Captions,v_1WR4jgFCqRw,Spectral_GloVe300,0.9725911057266575,1,positive,0
standard,ActivityNet Captions,v_apPeChgjzs4,Spectral_GloVe300,0.4999999850988395,1,positive,0
standard,ActivityNet Captions,v_W01QffZYsxQ,Spectral_GloVe300,0.5788742540294182,1,positive,0
standard,ActivityNet Captions,v_XSu5dteR2Ko,Spectral_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_NLTd7qCLT7o,Spectral_GloVe300,0.6492056856744561,1,positive,0
standard,ActivityNet Captions,v_D5hsFA2ZrIQ,Spectral_GloVe300,0.5120877730005017,1,positive,0
standard,ActivityNet Captions,v_RJus6sogyiM,Spectral_GloVe300,0.5675038906906837,1,positive,0
standard,ActivityNet Captions,v_IRz9PYgpb8U,Spectral_GloVe300,0.8552157032508207,1,positive,0
standard,ActivityNet Captions,v_LIaNG_UliKk,Spectral_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_0zXTrkgUj0U,Spectral_GloVe300,0.8060472012103497,1,positive,0
standard,ActivityNet Captions,v_MleQSQt6Utw,Spectral_GloVe300,0.9913254686487554,1,positive,0
standard,ActivityNet Captions,v_dnJJWt0SBTc,Spectral_GloVe300,0.858134982641139,1,positive,0
standard,ActivityNet Captions,v_CqAJxW84FkU,Spectral_GloVe300,0.7766924338245792,1,positive,0
standard,ActivityNet Captions,v_dLLvpM-gB8Q,Spectral_GloVe300,0.9640112844783918,1,positive,0
standard,ActivityNet Captions,v_r9X01daYa5o,Spectral_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_Tko7eefi1BI,Spectral_GloVe300,0.5850990779166932,1,positive,0
standard,ActivityNet Captions,v_TdAfqkmTrf0,Spectral_GloVe300,0.5918571716338399,1,positive,0
standard,ActivityNet Captions,v_eCzDH6PdtlE,Spectral_GloVe300,0.5350748554340166,1,positive,0
standard,ActivityNet Captions,v_PN99KIY7jRY,Spectral_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_SpwOzrXw9JU,Spectral_GloVe300,0.6715816719449615,1,positive,0
standard,ActivityNet Captions,v_nsdB1r31-70,Spectral_GloVe300,0.9182654180737081,1,positive,0
standard,ActivityNet Captions,v_pc_QYeZG9GA,Spectral_GloVe300,0.6727452603138324,1,positive,0
standard,ActivityNet Captions,v_Bs3OMhhUlY4,Spectral_GloVe300,0.8039068953923134,1,positive,0
standard,ActivityNet Captions,v_PHIZza_xVog,Spectral_GloVe300,0.8711730488188152,1,positive,0
standard,ActivityNet Captions,v_WnLYDJ8Jwv8,Spectral_GloVe300,0.8293346179089797,1,positive,0
standard,ActivityNet Captions,v_UciHec7xncc,Spectral_GloVe300,0.8394762084198834,1,positive,0
standard,ActivityNet Captions,v_Q_Rufuciohg,Spectral_GloVe300,0.5654181519412959,1,positive,0
standard,ActivityNet Captions,v_JuC7EY32Spg,Spectral_GloVe300,0.6861967487392344,1,positive,0
standard,ActivityNet Captions,v_FsXl6whrCWk,Spectral_GloVe300,0.5374869373724533,1,positive,0
standard,ActivityNet Captions,v_soHEsBIljbI,Spectral_GloVe300,0.8076799905325147,1,positive,0
standard,ActivityNet Captions,v_f0JySdrM_l8,Spectral_GloVe300,0.5204920252584392,1,positive,0
standard,ActivityNet Captions,v_YSO5CGeeTmE,Spectral_GloVe300,0.3989821547858491,1,positive,0
standard,ActivityNet Captions,v_z5bc9KKiAGI,Spectral_GloVe300,0.8277913059189977,1,positive,0
standard,ActivityNet Captions,v_VsFHNZHhNwI,Spectral_GloVe300,0.3514233338236033,1,positive,0
standard,ActivityNet Captions,v_Hg1tl2hFWGc,Spectral_GloVe300,0.9719322659167616,1,positive,0
standard,ActivityNet Captions,v_p8_hwwgyoZE,Spectral_GloVe300,0.6264050922069474,1,positive,0
standard,ActivityNet Captions,v_iTc3UCWgUF0,Spectral_GloVe300,0.7882688384345152,1,positive,0
standard,ActivityNet Captions,v_HRjSOacCdWI,Spectral_GloVe300,0.7116994630957393,1,positive,0
standard,ActivityNet Captions,v_8ATFQNEWHL0,Spectral_GloVe300,0.7144585267421447,1,positive,0
standard,ActivityNet Captions,v_zW_8T8w7304,Spectral_GloVe300,0.5761585808933748,1,positive,0
standard,ActivityNet Captions,v_D-y_N4u0uRQ,Spectral_GloVe300,1.014404450931327,1,positive,0
standard,ActivityNet Captions,v_PG3f3Wkkptk,Spectral_GloVe300,0.8286040699858459,1,positive,0
standard,ActivityNet Captions,v_gXVjjjvjVf4,Spectral_GloVe300,0.8236442331524692,1,positive,0
standard,ActivityNet Captions,v__LKFGLH8XxI,Spectral_GloVe300,0.7954638556387357,1,positive,0
standard,ActivityNet Captions,v_CbfgZlo0Ut4,Spectral_GloVe300,0.4301715652422576,1,positive,0
standard,ActivityNet Captions,v_LvbM6zv8XVc,Spectral_GloVe300,0.8753965772466975,1,positive,0
standard,ActivityNet Captions,v_I637SOXSbHY,Spectral_GloVe300,0.4003797101681359,1,positive,0
standard,ActivityNet Captions,v__s20ZN8WZbo,Spectral_GloVe300,0.8655953399163516,1,positive,0
standard,ActivityNet Captions,v_xoXTlNWkC7w,Spectral_GloVe300,0.961906148100809,1,positive,0
standard,ActivityNet Captions,v_uHPrH22rPgU,Spectral_GloVe300,0.30601860521906765,1,positive,0
standard,ActivityNet Captions,v_Lh3dhueuKmQ,Spectral_GloVe300,0.29580484867812984,1,positive,0
standard,ActivityNet Captions,v_Ocd1VWIIeVs,Spectral_GloVe300,0.5105525667286945,1,positive,0
standard,ActivityNet Captions,v_fgoXpih2Kws,Spectral_GloVe300,0.5156713089778403,1,positive,0
standard,ActivityNet Captions,v_UgSLUt8X1Lc,Spectral_GloVe300,0.9712029143058194,1,positive,0
standard,ActivityNet Captions,v_2dA1fAU3o6o,Spectral_GloVe300,0.0612851300692823,1,positive,0
standard,ActivityNet Captions,v_Aj0Pd6snB-k,Spectral_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_shGGt9TRlkk,Spectral_GloVe300,0.7083531367385597,1,positive,0
standard,ActivityNet Captions,v_HCFF0svChQY,Spectral_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_mpC_UTM1tWQ,Spectral_GloVe300,0.9583657012514436,1,positive,0
standard,ActivityNet Captions,v_QOlSCBRmfWY,NGM_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_nwznKOuZM7w,NGM_GloVe300,0.0,1,positive,1
standard,ActivityNet Captions,v_ogQozSI5V8U,NGM_GloVe300,0.46987461587356993,1,positive,0
standard,ActivityNet Captions,v_nHE7u40plD0,NGM_GloVe300,0.08744397500626162,1,positive,0
standard,ActivityNet Captions,v_69IsHpmRyfk,NGM_GloVe300,0.20321333215596318,1,positive,0
standard,ActivityNet Captions,v_D18b2IZpxk0,NGM_GloVe300,0.06943141247433514,1,positive,0
standard,ActivityNet Captions,v_pizl41xmw7k,NGM_GloVe300,0.0444132255517089,1,positive,0
standard,ActivityNet Captions,v_oP77DgsbhKQ,NGM_GloVe300,0.10954523698272706,1,positive,0
standard,ActivityNet Captions,v_LNKdVrX_0Fg,NGM_GloVe300,0.11499084078181268,1,positive,0
standard,ActivityNet Captions,v_t0ajvfx6dgA,NGM_GloVe300,0.40157383711997413,1,positive,0
standard,ActivityNet Captions,v_IoiDAHNryTk,NGM_GloVe300,0.1674039072114921,1,positive,0
standard,ActivityNet Captions,v__yWADgOFxP0,NGM_GloVe300,0.34116148790799405,1,positive,0
standard,ActivityNet Captions,v_AGgJVF3nT6I,NGM_GloVe300,0.13312098004905,1,positive,0
standard,ActivityNet Captions,v_lZKrd84QElk,NGM_GloVe300,0.49421295890795197,1,positive,0
standard,ActivityNet Captions,v_6lYTHj9vImo,NGM_GloVe300,0.37627669767512534,1,positive,0
standard,ActivityNet Captions,v_E3QtX6r9QX0,NGM_GloVe300,0.11747295631815681,1,positive,0
standard,ActivityNet Captions,v_iYxj8a1TPYk,NGM_GloVe300,0.11952962108265079,1,positive,0
standard,ActivityNet Captions,v_cp52LdlmlUk,NGM_GloVe300,0.5794435445819963,1,positive,0
standard,ActivityNet Captions,v_bpg2PC2neQM,NGM_GloVe300,0.9711397518370077,1,positive,0
standard,ActivityNet Captions,v_RgzbNJPchqc,NGM_GloVe300,0.9894759720529186,1,positive,0
standard,ActivityNet Captions,v__zHSfEhEqkU,NGM_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_dAjhBWalWRM,NGM_GloVe300,0.7326995038449865,1,positive,0
standard,ActivityNet Captions,v_zihMznAYlV0,NGM_GloVe300,0.16537796038555463,1,positive,0
standard,ActivityNet Captions,v_XD3yFrJHiv8,NGM_GloVe300,0.5192196120569154,1,positive,0
standard,ActivityNet Captions,v_---9CpRcKoU,NGM_GloVe300,0.5861197212121835,1,positive,0
standard,ActivityNet Captions,v_epqnpUCVLK8,NGM_GloVe300,0.0743223008137711,1,positive,0
standard,ActivityNet Captions,v_GFE2wAi9fjo,NGM_GloVe300,0.16720925463254946,1,positive,0
standard,ActivityNet Captions,v_W19-fYOO9sg,NGM_GloVe300,0.5793273569363747,1,positive,0
standard,ActivityNet Captions,v_m22TDwfa8go,NGM_GloVe300,0.08977972328795322,1,positive,0
standard,ActivityNet Captions,v_V_Nj_BhesEY,NGM_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_p9iE8iemCMs,NGM_GloVe300,0.0,1,positive,1
standard,ActivityNet Captions,v_fN2DiOswmOA,NGM_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_37pwbUp8t1I,NGM_GloVe300,0.14457032736351724,1,positive,0
standard,ActivityNet Captions,v_STaS53CNlZI,NGM_GloVe300,0.0,1,positive,1
standard,ActivityNet Captions,v_JSDZWq777Mc,NGM_GloVe300,0.15205007264060813,1,positive,0
standard,ActivityNet Captions,v_m16Cn9VA3Lk,NGM_GloVe300,0.1010553228410358,1,positive,0
standard,ActivityNet Captions,v_lETAKUG4pQw,NGM_GloVe300,0.1350170734211311,1,positive,0
standard,ActivityNet Captions,v_fOuFF7dGPtI,NGM_GloVe300,0.976320937628733,1,positive,0
standard,ActivityNet Captions,v_CqscMsSNiNY,NGM_GloVe300,0.1211509041405897,1,positive,0
standard,ActivityNet Captions,v_bmoS216hsoc,NGM_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_tznMNEWglxY,NGM_GloVe300,0.41091593001956445,1,positive,0
standard,ActivityNet Captions,v_mcDVNexy6Ps,NGM_GloVe300,0.3703539237951294,1,positive,0
standard,ActivityNet Captions,v_7RESODKApso,NGM_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_6uNhwOSZXco,NGM_GloVe300,0.9214146074723369,1,positive,0
standard,ActivityNet Captions,v_kxwTPAhlhpw,NGM_GloVe300,0.30039152587351636,1,positive,0
standard,ActivityNet Captions,v_Q9Fw56ZvXq4,NGM_GloVe300,0.4815599788123531,1,positive,0
standard,ActivityNet Captions,v_UBDcmeET6ys,NGM_GloVe300,0.3191620246904861,1,positive,0
standard,ActivityNet Captions,v_UXX8k68S3_g,NGM_GloVe300,0.9379695948017013,1,positive,0
standard,ActivityNet Captions,v_xKPF_SpZ1gQ,NGM_GloVe300,0.8919421300014914,1,positive,0
standard,ActivityNet Captions,v_pOyP_kDaskY,NGM_GloVe300,0.9569368257261438,1,positive,0
standard,ActivityNet Captions,v_iqe_HmjojQ8,NGM_GloVe300,0.5426491079427874,1,positive,0
standard,ActivityNet Captions,v_p0O-EsMFcL4,NGM_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_wrf4MfW4MGg,NGM_GloVe300,0.1932335486079008,1,positive,0
standard,ActivityNet Captions,v_2CfCDcCuOO4,NGM_GloVe300,0.6051396038696703,1,positive,0
standard,ActivityNet Captions,v_5qBzjfW-sMs,NGM_GloVe300,0.7757041576739632,1,positive,0
standard,ActivityNet Captions,v_GTxmHim5JnY,NGM_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_fhtNAMK0Vqk,NGM_GloVe300,0.620821903455312,1,positive,0
standard,ActivityNet Captions,v_hhN1647pP88,NGM_GloVe300,0.6387529701909431,1,positive,0
standard,ActivityNet Captions,v_y3r4IrZkgBo,NGM_GloVe300,0.7698275823519001,1,positive,0
standard,ActivityNet Captions,v_eUCKEnKxG8w,NGM_GloVe300,0.8355786322933777,1,positive,0
standard,ActivityNet Captions,v_c1eUdyyT4zg,NGM_GloVe300,0.9373086796674346,1,positive,0
standard,ActivityNet Captions,v_BbFCkDdq3S0,NGM_GloVe300,0.7777911479830697,1,positive,0
standard,ActivityNet Captions,v_oxp7V1AKJWk,NGM_GloVe300,0.6568980662832,1,positive,0
standard,ActivityNet Captions,v_VWmSZPIoBlw,NGM_GloVe300,0.1111790088041852,1,positive,0
standard,ActivityNet Captions,v_NnLjEbG31ZE,NGM_GloVe300,0.2551778189209705,1,positive,0
standard,ActivityNet Captions,v_Wgm-mYzdnxc,NGM_GloVe300,0.45611290568526613,1,positive,0
standard,ActivityNet Captions,v_edbczrXeEOk,NGM_GloVe300,0.16735766855136738,1,positive,0
standard,ActivityNet Captions,v_o-S8I8lhQpo,NGM_GloVe300,0.6085154958929495,1,positive,0
standard,ActivityNet Captions,v_HppLOtjJY_Q,NGM_GloVe300,0.6601869142398099,1,positive,0
standard,ActivityNet Captions,v_n2fFj1mBjhQ,NGM_GloVe300,0.4466550969215519,1,positive,0
standard,ActivityNet Captions,v_37Q3so6ERxs,NGM_GloVe300,0.5864616654508266,1,positive,0
standard,ActivityNet Captions,v_Y76wuHBZgdU,NGM_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_VdeYnCIbRJ4,NGM_GloVe300,0.17867750496514356,1,positive,0
standard,ActivityNet Captions,v_c3vEqTcKPsU,NGM_GloVe300,0.10648188764970111,1,positive,0
standard,ActivityNet Captions,v_QHJTOHgjDMw,NGM_GloVe300,0.6970583142915969,1,positive,0
standard,ActivityNet Captions,v_FLL06mU-ua8,NGM_GloVe300,0.622069186990355,1,positive,0
standard,ActivityNet Captions,v_j_YetAlzwbk,NGM_GloVe300,0.788548160994608,1,positive,0
standard,ActivityNet Captions,v_wyARf3xHOgs,NGM_GloVe300,0.639564458473911,1,positive,0
standard,ActivityNet Captions,v_eC4l8AuAmKw,NGM_GloVe300,0.7180133043311606,1,positive,0
standard,ActivityNet Captions,v_ZKo3_ifK2tQ,NGM_GloVe300,0.40711765019991625,1,positive,0
standard,ActivityNet Captions,v_X2LI_I_qw-A,NGM_GloVe300,0.47685325983770344,1,positive,0
standard,ActivityNet Captions,v_UCBAyJpXuCw,NGM_GloVe300,0.6819012072238773,1,positive,0
standard,ActivityNet Captions,v_8ltNqT5N-xs,NGM_GloVe300,0.6783877835264951,1,positive,0
standard,ActivityNet Captions,v_Xj--zKhm6k4,NGM_GloVe300,0.914620330813603,1,positive,0
standard,ActivityNet Captions,v__HQTWGmXXsc,NGM_GloVe300,0.31098820728110677,1,positive,0
standard,ActivityNet Captions,v_2SnFlGUHKnc,NGM_GloVe300,0.8117321435114956,1,positive,0
standard,ActivityNet Captions,v___dXUJsj3yo,NGM_GloVe300,0.16414920189658003,1,positive,0
standard,ActivityNet Captions,v_1WR4jgFCqRw,NGM_GloVe300,0.9729382149513047,1,positive,0
standard,ActivityNet Captions,v_apPeChgjzs4,NGM_GloVe300,0.4999999850988395,1,positive,0
standard,ActivityNet Captions,v_W01QffZYsxQ,NGM_GloVe300,0.12319676325020268,1,positive,0
standard,ActivityNet Captions,v_XSu5dteR2Ko,NGM_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_NLTd7qCLT7o,NGM_GloVe300,0.6412676417491189,1,positive,0
standard,ActivityNet Captions,v_D5hsFA2ZrIQ,NGM_GloVe300,0.002332735251694438,1,positive,0
standard,ActivityNet Captions,v_RJus6sogyiM,NGM_GloVe300,0.5295657236821056,1,positive,0
standard,ActivityNet Captions,v_IRz9PYgpb8U,NGM_GloVe300,0.8499773431248294,1,positive,0
standard,ActivityNet Captions,v_LIaNG_UliKk,NGM_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_0zXTrkgUj0U,NGM_GloVe300,0.7092321369943052,1,positive,0
standard,ActivityNet Captions,v_MleQSQt6Utw,NGM_GloVe300,0.6210133683774178,1,positive,0
standard,ActivityNet Captions,v_dnJJWt0SBTc,NGM_GloVe300,0.7216878235822484,1,positive,0
standard,ActivityNet Captions,v_CqAJxW84FkU,NGM_GloVe300,0.7523634888707911,1,positive,0
standard,ActivityNet Captions,v_dLLvpM-gB8Q,NGM_GloVe300,0.9321937836331612,1,positive,0
standard,ActivityNet Captions,v_r9X01daYa5o,NGM_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_Tko7eefi1BI,NGM_GloVe300,0.45406628410112215,1,positive,0
standard,ActivityNet Captions,v_TdAfqkmTrf0,NGM_GloVe300,0.5559880354747114,1,positive,0
standard,ActivityNet Captions,v_eCzDH6PdtlE,NGM_GloVe300,0.018803296214101584,1,positive,0
standard,ActivityNet Captions,v_PN99KIY7jRY,NGM_GloVe300,1.0,1,positive,0
standard,ActivityNet Captions,v_SpwOzrXw9JU,NGM_GloVe300,0.6228968081570689,1,positive,0
standard,ActivityNet Captions,v_nsdB1r31-70,NGM_GloVe300,0.8985156175536856,1,positive,0
standard,ActivityNet Captions,v_pc_QYeZG9GA,NGM_GloVe300,0.6540269446791158,1,positive,0
standard,ActivityNet Captions,v_Bs3OMhhUlY4,NGM_GloVe300,0.27322122277195016,1,positive,0
standard,ActivityNet Captions,v_PHIZza_xVog,NGM_GloVe300,0.8524851390974137,1,positive,0
standard,ActivityNet Captions,v_WnLYDJ8Jwv8,NGM_GloVe300,0.2047453987969659,1,positive,0
standard,ActivityNet Captions,v_UciHec7xncc,NGM_GloVe300,0.11193838183107206,1,positive,0
standard,ActivityNet Captions,v_Q_Rufuciohg,NGM_GloVe300,0.5654181519412959,1,positive,0
standard,ActivityNet Captions,v_JuC7EY32Spg,NGM_GloVe300,0.5725425799466809,1,positive,0
standard,ActivityNet Captions,v_FsXl6whrCWk,NGM_GloVe300,0.4993278697410337,1,positive,0
standard,ActivityNet Captions,v_soHEsBIljbI,NGM_GloVe300,0.20473693201937554,1,positive,0
standard,ActivityNet Captions,v_f0JySdrM_l8,NGM_GloVe300,0.49866775908229855,1,positive,0
standard,ActivityNet Captions,v_YSO5CGeeTmE,NGM_GloVe300,0.27256716323539776,1,positive,0
standard,ActivityNet Captions,v_z5bc9KKiAGI,NGM_GloVe300,0.7440069011560743,1,positive,0
