split_id,row_index,rouge_l_a,rouge_l_b,label
development/dev_track_a,180,0.16470588235294117,0.16593886462882096,False
development/dev_track_a,181,0.12380952380952381,0.12871287128712872,True
development/dev_track_a,182,0.1627906976744186,0.15263157894736842,True
development/dev_track_a,183,0.17431192660550457,0.1586206896551724,False
development/dev_track_a,184,0.13333333333333333,0.1556420233463035,False
development/dev_track_a,185,0.14102564102564102,0.13333333333333333,False
development/dev_track_a,186,0.19512195121951223,0.13333333333333336,False
development/dev_track_a,187,0.13711583924349882,0.15737704918032785,True
development/dev_track_a,188,0.1238095238095238,0.13861386138613863,True
development/dev_track_a,189,0.14345991561181434,0.13545816733067728,False
development/dev_track_a,190,0.20817843866171,0.1973684210526316,True
development/dev_track_a,191,0.13414634146341464,0.16393442622950818,True
development/dev_track_a,192,0.11891891891891893,0.16483516483516483,True
development/dev_track_a,193,0.1598173515981735,0.14204545454545456,True
development/dev_track_a,194,0.14893617021276595,0.15617128463476068,False
development/dev_track_a,195,0.15479876160990713,0.14925373134328357,True
development/dev_track_a,196,0.1883408071748879,0.16949152542372883,False
development/dev_track_a,197,0.18006430868167203,0.18,True
development/dev_track_a,198,0.15178571428571425,0.19157088122605365,False
development/dev_track_a,199,0.11857707509881422,0.14912280701754382,False
development/dev_track_a,200,0.16666666666666666,0.17777777777777776,True
